"","metrics","coeff","formatMpfr.p.val.","formatMpfr.p.adj."
"BRIA.BRIA.v_intra_PosteriorthalamicradiationR","BRIA.BRIA.v_intra_PosteriorthalamicradiationR",0.0903804167031701,"1.2599032876528229047078518469694650503301283208569568427949380e-70","1.0583187616283712399545955514542e-67"
"BRIA.BRIA.v_intra_SagittalstratumR","BRIA.BRIA.v_intra_SagittalstratumR",0.0604102340102028,"2.5455029874740970147777451443782355122448020337986902867942453e-32","2.1382225094782414924133059212782e-29"
"BRIA.BRIA.v_intra_ExternalcapsuleR","BRIA.BRIA.v_intra_ExternalcapsuleR",-0.00274401930809619,"0.59172658159672760739889233895442040952464461069913465174469669","497.05032854125119021506956472187"
"BRIA.BRIA.v_intra_CingulumcingulategyrusR","BRIA.BRIA.v_intra_CingulumcingulategyrusR",-0.0223534305765786,"8.9979615255353152456372630909405157389408619246545054640416819e-6","0.0075582876814496648063353009963919"
"BRIA.BRIA.v_intra_CingulumhippocampusR","BRIA.BRIA.v_intra_CingulumhippocampusR",0.11184243511594,"3.3479975341263331622205122003235175375343271814310199426506109e-107","2.8123179286661198562652302482734e-104"
"BRIA.BRIA.v_intra_Fornix_StriaterminalisR","BRIA.BRIA.v_intra_Fornix_StriaterminalisR",0.0554694421628772,"1.1887874083269681748211307620304689660236078392062969776485009e-27","9.9858142299465326684974984010579e-25"
"BRIA.BRIA.v_intra_SuperiorlongitudinalfasciculusR","BRIA.BRIA.v_intra_SuperiorlongitudinalfasciculusR",0.0486767064558269,"1.5382817742406241282702470613561395955744715544028533415148505e-21","1.2921566903621242677470075315395e-18"
"BRIA.BRIA.v_intra_SuperiorfrontooccipitalfasciculusR","BRIA.BRIA.v_intra_SuperiorfrontooccipitalfasciculusR",0.133068891027001,"2.5351639409677155096810595826137251685030078625289205320704654e-151","2.1295377104128810281320900493963e-148"
"BRIA.BRIA.v_intra_UncinatefasciculusR","BRIA.BRIA.v_intra_UncinatefasciculusR",0.0481463515172526,"3.9953278559915859146188581887160819484557930553681793458234669e-21","3.3560753990329321682798408785203e-18"
"BRIA.BRIA.v_intra_TapetumR","BRIA.BRIA.v_intra_TapetumR",0.236202843974132,"1.8834892775019950723273903469970218897956272483306326567756245e-493","1.5821309931016758607550078914781e-490"
"BRIA.BRIA.v_intra_CINGR","BRIA.BRIA.v_intra_CINGR",0.0235035574792723,"4.3607942061321942010319616480816100914710661380386907469388927e-6","0.0036630671331510431288668477843890"
"BRIA.BRIA.v_extra_ATRR","BRIA.BRIA.v_extra_ATRR",-0.0256928432756553,"3.2951287233132756358443081344821998201323000632555593365043771e-7","0.00027679081275831515341092188329665"
"BRIA.BRIA.v_extra_CSTR","BRIA.BRIA.v_extra_CSTR",-0.106636776686988,"4.8675966144845099043123592014025601944787159681440634232803578e-101","4.0887811561669883196223817291794e-98"
"BRIA.BRIA.v_extra_CGR","BRIA.BRIA.v_extra_CGR",-0.0568213953046443,"1.6279887942783189151233173616478283095593641871844902396864006e-29","1.3675105871937878887035865837850e-26"
"BRIA.BRIA.v_extra_IFOFR","BRIA.BRIA.v_extra_IFOFR",0.000437997530256041,"0.93048448347212877226568075846214111872863342388570704444276766","781.60696611658816870317183710847"
"BRIA.BRIA.v_extra_ILFR","BRIA.BRIA.v_extra_ILFR",-0.0171738508905039,"0.00067749861285817188023111412447881685435680107773948162224283761","0.56909883480086437939413586456182"
"BRIA.BRIA.v_extra_SLFR","BRIA.BRIA.v_extra_SLFR",-0.0104539276463812,"0.039482613213097372740311273048751284687864409378867307447680653","33.165395099001793101861469360962"
"BRIA.BRIA.v_extra_UFR","BRIA.BRIA.v_extra_UFR",-0.0514582517863508,"3.1856620335401884982277056438005652048408936806325008969747784e-24","2.6759561081737583385112727407938e-21"
"BRIA.BRIA.v_extra_SLTFR","BRIA.BRIA.v_extra_SLTFR",-0.0766723495304873,"1.5565263809049035207029426147793089213659328186151397747426018e-52","1.3074821599601189573904717964145e-49"
"BRIA.BRIA.v_extra_CorticospinaltractR","BRIA.BRIA.v_extra_CorticospinaltractR",-0.0137164129235093,"0.0070241771761764119506184523928815737279496994499168590158884369","5.9003088279881860385195000100233"
"BRIA.BRIA.v_extra_MediallemniscusR","BRIA.BRIA.v_extra_MediallemniscusR",-0.0294034440257212,"7.3252562154659130869940345275929412158013558485977467868279092e-9","6.1532152209913669930749890031755e-6"
"BRIA.BRIA.v_extra_InferiorcerebellarpeduncleR","BRIA.BRIA.v_extra_InferiorcerebellarpeduncleR",0.0176743599033083,"0.00049260637728967520070169019661578676398494408946292874770378602","0.41378935692332716858941976515731"
"BRIA.BRIA.v_extra_SuperiorcerebellarpeduncleR","BRIA.BRIA.v_extra_SuperiorcerebellarpeduncleR",0.061180212041388,"9.0846678717194374567987099815132883228540115368667618151500772e-34","7.6311210122443274637109163844707e-31"
"BRIA.BRIA.v_extra_CerebralpeduncleR","BRIA.BRIA.v_extra_CerebralpeduncleR",-0.15703476052543,"1.7651828072913712468912918100531769946536157196242346860621386e-217","1.4827535581247518473886851204454e-214"
"BRIA.BRIA.v_extra_AnteriorlimbofinternalcapsuleR","BRIA.BRIA.v_extra_AnteriorlimbofinternalcapsuleR",-0.0162008958763178,"0.0014172698607068387985321177862229456653390831647476069585168060","1.1905066829937445907669789404271"
"BRIA.BRIA.v_extra_.PosteriorlimbofinternalcapsuleR","BRIA.BRIA.v_extra_.PosteriorlimbofinternalcapsuleR",-0.0383578485608007,"4.7509951934048510602267116551554459627048471686238051298082927e-14","3.9908359624600748905904377903318e-11"
"BRIA.BRIA.v_extra_RetrolenticularpartofinternalcapsuleR","BRIA.BRIA.v_extra_RetrolenticularpartofinternalcapsuleR",-0.0386473969141124,"2.6972924345534846310952465348085508276727827547354968651294235e-14","2.2657256450249270901200070892390e-11"
"BRIA.BRIA.v_extra_AnteriorcoronaradiataR","BRIA.BRIA.v_extra_AnteriorcoronaradiataR",-0.047752343454096,"5.6138370702516080498242643462945430804368322066602891252553789e-21","4.7156231390113507618523820508858e-18"
"BRIA.BRIA.v_extra_SuperiorcoronaradiataR","BRIA.BRIA.v_extra_SuperiorcoronaradiataR",-0.00416996387372867,"0.41401463181744539252774562346467628169944096637055238823896677","347.77229072665412972330632371042"
"BRIA.BRIA.v_extra_PosteriorcoronaradiataR","BRIA.BRIA.v_extra_PosteriorcoronaradiataR",-0.0190864839100834,"0.00017145513548395200162980747690350318115058266027045782002378560","0.14402231380651968136903828059902"
"BRIA.BRIA.v_extra_PosteriorthalamicradiationR","BRIA.BRIA.v_extra_PosteriorthalamicradiationR",-0.0373972143795718,"4.0563685875565015166677463547489223670267377714400695407886526e-14","3.4073496135474612740009069379885e-11"
"BRIA.BRIA.v_extra_SagittalstratumR","BRIA.BRIA.v_extra_SagittalstratumR",-0.00554875467237668,"0.27056600145205162667100733163588927510114399811545614143388204","227.27544121972336640364615857423"
"BRIA.BRIA.v_extra_ExternalcapsuleR","BRIA.BRIA.v_extra_ExternalcapsuleR",-0.0292848081054398,"8.4301550611830753382026802766254562086353158961182443027601509e-9","7.0813302513937832840902514323668e-6"
"BRIA.BRIA.v_extra_CingulumcingulategyrusR","BRIA.BRIA.v_extra_CingulumcingulategyrusR",-0.0282282081449926,"2.7060488751746883373517865745722138815247016218488642662214354e-8","2.2730810551467382033755007226398e-5"
"BRIA.BRIA.v_extra_CingulumhippocampusR","BRIA.BRIA.v_extra_CingulumhippocampusR",-0.00756214923838764,"0.13721886587824590681041086961089034708217839274202049462935473","115.26384733772656172074513047317"
"BRIA.BRIA.v_extra_Fornix_StriaterminalisR","BRIA.BRIA.v_extra_Fornix_StriaterminalisR",0.00958078236905694,"0.058826692668580757505100973041684943460222278431173909292944719","49.414421841607836304284817355008"
"BRIA.BRIA.v_extra_SuperiorlongitudinalfasciculusR","BRIA.BRIA.v_extra_SuperiorlongitudinalfasciculusR",-0.0149676274080481,"0.0033534424119000234129546798686353186695263559994010138942323727","2.8168916259960196668819310896538"
"BRIA.BRIA.v_extra_SuperiorfrontooccipitalfasciculusR","BRIA.BRIA.v_extra_SuperiorfrontooccipitalfasciculusR",0.00460799508568384,"0.36873735342318844627452707137954546138266896385473215540459876","309.73937687547829487060273995901"
"BRIA.BRIA.v_extra_UncinatefasciculusR","BRIA.BRIA.v_extra_UncinatefasciculusR",-0.0221245080894372,"1.4107613250908270965566207221422662530851128667576786156642728e-5","0.011850395130762947611075614065990"
"BRIA.BRIA.v_extra_TapetumR","BRIA.BRIA.v_extra_TapetumR",0.060350304173921,"1.6923036159745060115938132709851378484601905595324544429956680e-32","1.4215350374185850497388031476270e-29"
"BRIA.BRIA.v_extra_CINGR","BRIA.BRIA.v_extra_CINGR",-0.021922887358881,"1.5216142591451131895249672820308164206651242596773861233463182e-5","0.012781559776818950792009725169059"
"BRIA.BRIA.v_csf_ATRR","BRIA.BRIA.v_csf_ATRR",0.0549806319733886,"1.9300384164793171108864118725174890363778535280402977321173349e-27","1.6212322698426263731445859729151e-24"
"BRIA.BRIA.v_csf_CSTR","BRIA.BRIA.v_csf_CSTR",-0.0114822940396047,"0.023671012988922142361965721182735640847714994943047624421333760","19.883650910694599584051205793487"
"BRIA.BRIA.v_csf_CGR","BRIA.BRIA.v_csf_CGR",0.168685318813486,"4.0710679771539172850972305137199307079056434807216673501364267e-252","3.4196971008092905194816736315260e-249"
"BRIA.BRIA.v_csf_IFOFR","BRIA.BRIA.v_csf_IFOFR",0.0641165412265523,"3.1973293321406983335593444754848748676462331475251409606658941e-43","2.6857566389981866001898493594084e-40"
"BRIA.BRIA.v_csf_ILFR","BRIA.BRIA.v_csf_ILFR",0.0900261295386187,"9.0887343906162965946389839314263933744439713139826813558239608e-72","7.6345368881176891394967465023974e-69"
"BRIA.BRIA.v_csf_SLFR","BRIA.BRIA.v_csf_SLFR",0.117089410102248,"1.1237785723030846169900478852366021890096518271489022758903179e-142","9.4397400073459107827164022359866e-140"
"BRIA.BRIA.v_csf_UFR","BRIA.BRIA.v_csf_UFR",0.0543745546030241,"7.6659214577627527979826495159509643731772296971190711718897567e-27","6.4393740245207123503054255933976e-24"
"BRIA.BRIA.v_csf_SLTFR","BRIA.BRIA.v_csf_SLTFR",-0.0837012151250792,"2.2343611728756865546814769203508727732307479551479295005896279e-71","1.8768633852155767059324406130934e-68"
"BRIA.BRIA.v_csf_CorticospinaltractR","BRIA.BRIA.v_csf_CorticospinaltractR",0.0289304771383401,"1.3775818968331857840205707315964623910738981785242502066483778e-8","1.1571687933398760585772794145411e-5"
"BRIA.BRIA.v_csf_MediallemniscusR","BRIA.BRIA.v_csf_MediallemniscusR",-0.00843113740294531,"0.097826267984741307204924523114926945261303521915094174726567675","82.174065107182698052136599416529"
"BRIA.BRIA.v_csf_InferiorcerebellarpeduncleR","BRIA.BRIA.v_csf_InferiorcerebellarpeduncleR",0.113975640598877,"6.0643348489600522715222142953207383751057155119965847117295057e-114","5.0940412731264439080786600080698e-111"
"BRIA.BRIA.v_csf_SuperiorcerebellarpeduncleR","BRIA.BRIA.v_csf_SuperiorcerebellarpeduncleR",0.0492738212561906,"2.7529647760256371179918948537014409500767487302992825814483302e-22","2.3124904118615351791131916771084e-19"
"BRIA.BRIA.v_csf_CerebralpeduncleR","BRIA.BRIA.v_csf_CerebralpeduncleR",-0.0572529820629679,"4.1414251174687670431987547805343755445149162995748075285613467e-30","3.4787970986737643162869540156508e-27"
"BRIA.BRIA.v_csf_AnteriorlimbofinternalcapsuleR","BRIA.BRIA.v_csf_AnteriorlimbofinternalcapsuleR",0.0904097690381707,"5.0621269859819069362859024190914343755367929361776005716170406e-71","4.2521866682248018264801580320378e-68"
"BRIA.BRIA.v_csf_.PosteriorlimbofinternalcapsuleR","BRIA.BRIA.v_csf_.PosteriorlimbofinternalcapsuleR",0.0016414136632691,"0.74662318601303699665481114303437779929209812801187172167334583","627.16347625095107719004136014913"
"BRIA.BRIA.v_csf_RetrolenticularpartofinternalcapsuleR","BRIA.BRIA.v_csf_RetrolenticularpartofinternalcapsuleR",0.109837948015426,"6.6923646245683963178766027190143001619830067312048900693217019e-108","5.6215862846374529070163462839707e-105"
"BRIA.BRIA.v_csf_AnteriorcoronaradiataR","BRIA.BRIA.v_csf_AnteriorcoronaradiataR",0.0656639720173404,"2.1658415444907902319921750791364051302570663827271823526557278e-38","1.8193068973722637948734270664741e-35"
"BRIA.BRIA.v_csf_SuperiorcoronaradiataR","BRIA.BRIA.v_csf_SuperiorcoronaradiataR",0.0773000397754353,"3.7274798332303394648183560476192013763945250951634676780207985e-53","3.1310830599134851504474190799986e-50"
"BRIA.BRIA.v_csf_PosteriorcoronaradiataR","BRIA.BRIA.v_csf_PosteriorcoronaradiataR",0.0815454266457639,"7.2914163070064706456466640256160900586620789717220261704830611e-59","6.1247896978854353423431977815160e-56"
"BRIA.BRIA.v_csf_PosteriorthalamicradiationR","BRIA.BRIA.v_csf_PosteriorthalamicradiationR",0.0173922751994927,"0.00042709924942145303146898695509812814156959332103954882502628476","0.35876336951402054643394904228230"
"BRIA.BRIA.v_csf_SagittalstratumR","BRIA.BRIA.v_csf_SagittalstratumR",0.0411230487149311,"1.1006746308432171866276621350389693001679215001339444186469277e-17","9.2456668990830243676723619343304e-15"
"BRIA.BRIA.v_csf_ExternalcapsuleR","BRIA.BRIA.v_csf_ExternalcapsuleR",0.156732497031702,"3.4003335483671115146694202384674634106134757090889001221626855e-215","2.8562801806283736723223130003138e-212"
"BRIA.BRIA.v_csf_CingulumcingulategyrusR","BRIA.BRIA.v_csf_CingulumcingulategyrusR",0.0460082231061166,"1.2934732933461505248097431024632135066587849143519139020829323e-19","1.0865175664107664408401842060693e-16"
"BRIA.BRIA.v_csf_CingulumhippocampusR","BRIA.BRIA.v_csf_CingulumhippocampusR",0.11106853268179,"3.7174418104056020860931670506661306314895064015462038078657135e-107","3.1226511207407057523182603225585e-104"
"BRIA.BRIA.v_csf_Fornix_StriaterminalisR","BRIA.BRIA.v_csf_Fornix_StriaterminalisR",0.205060770739919,"5.1649473014690561743854537694160324621334326020688899785024719e-382","4.3385557332340071864837811663073e-379"
"BRIA.BRIA.v_csf_SuperiorlongitudinalfasciculusR","BRIA.BRIA.v_csf_SuperiorlongitudinalfasciculusR",0.0964459332049469,"9.9522323677878552439253849374912738010181522527666703715579838e-96","8.3598751889417984048973233474933e-93"
"BRIA.BRIA.v_csf_SuperiorfrontooccipitalfasciculusR","BRIA.BRIA.v_csf_SuperiorfrontooccipitalfasciculusR",0.0757607947474237,"3.1757599204421325943327121874961963868487572581187570493568077e-50","2.6676383331713913792394782374981e-47"
"BRIA.BRIA.v_csf_UncinatefasciculusR","BRIA.BRIA.v_csf_UncinatefasciculusR",0.049874154048253,"9.8939518145182881834122749611140746499300257141092549953360359e-23","8.3109195241953620740663109673330e-20"
"BRIA.BRIA.v_csf_TapetumR","BRIA.BRIA.v_csf_TapetumR",0.0306506915315902,"1.7206359102263436252785865584342836581391771194143072133388113e-9","1.4453341645901286452340127090846e-6"
"BRIA.BRIA.v_csf_CINGR","BRIA.BRIA.v_csf_CINGR",0.0352171410103222,"4.6334768987793466498635897405001696995515061884342677523521896e-12","3.8921205949746511858854153820186e-9"
"BRIA.BRIA.micro_Rd_ATRR","BRIA.BRIA.micro_Rd_ATRR",0.0455736902318833,"3.0571781904239688549571422912562600111716833273910672779138346e-19","2.5680296799561338381639995246553e-16"
"BRIA.BRIA.micro_Rd_CSTR","BRIA.BRIA.micro_Rd_CSTR",0.010783045931529,"0.033642990348066391179664276953942225691104606119495450448599273","28.260111892375768590917992641304"
"BRIA.BRIA.micro_Rd_CGR","BRIA.BRIA.micro_Rd_CGR",0.081939024792352,"1.2816207206172557959711636392951222578672791610459487802747757e-58","1.0765614053184948686157774570075e-55"
"BRIA.BRIA.micro_Rd_IFOFR","BRIA.BRIA.micro_Rd_IFOFR",0.0279777437623039,"2.8875088023020290917616286512939658129192832788485036346463791e-8","2.4255073939337044370797680670857e-5"
"BRIA.BRIA.micro_Rd_ILFR","BRIA.BRIA.micro_Rd_ILFR",0.0157779659925659,"0.0018776982055143233665201723393981987442159467528347174706511636","1.5772664926320316278769447650939"
"BRIA.BRIA.micro_Rd_SLFR","BRIA.BRIA.micro_Rd_SLFR",0.0378322832510606,"6.3604864141548856943853044782755570409228831058376819183652665e-14","5.3428085878901039832836557617530e-11"
"BRIA.BRIA.micro_Rd_UFR","BRIA.BRIA.micro_Rd_UFR",-0.0769635422454037,"6.4455728279593786605355593156662157072838026337818908811898623e-52","5.4142811754858780748498698251584e-49"
"BRIA.BRIA.micro_Rd_SLTFR","BRIA.BRIA.micro_Rd_SLTFR",-0.0302817960237998,"2.5357134273674902015655941289125078303365624678501318909488393e-9","2.1299992789886917693150990682880e-6"
"BRIA.BRIA.micro_Rd_CorticospinaltractR","BRIA.BRIA.micro_Rd_CorticospinaltractR",0.000467534188146383,"0.92691730051675812255507459659933125506631616200182400410953684","778.61053243407682294626266114374"
"BRIA.BRIA.micro_Rd_MediallemniscusR","BRIA.BRIA.micro_Rd_MediallemniscusR",-0.0210419377942049,"3.6078697436297115023163575788090576329737909538368449212942765e-5","0.030306105846489576619457403661999"
"BRIA.BRIA.micro_Rd_InferiorcerebellarpeduncleR","BRIA.BRIA.micro_Rd_InferiorcerebellarpeduncleR",0.0981278447957637,"3.8084187812341867804481067372176958917969329831846180191008056e-84","3.1990717762367168955764096592631e-81"
"BRIA.BRIA.micro_Rd_SuperiorcerebellarpeduncleR","BRIA.BRIA.micro_Rd_SuperiorcerebellarpeduncleR",0.0152085425479577,"0.0028194318223434507144795411880176052946740301321742931671618122","2.3683227307684986001628145979357"
"BRIA.BRIA.micro_Rd_CerebralpeduncleR","BRIA.BRIA.micro_Rd_CerebralpeduncleR",0.0081992852733322,"0.10651290204220256322475507244870936692939277456675099964836647","89.470837715450153108794260856916"
"BRIA.BRIA.micro_Rd_AnteriorlimbofinternalcapsuleR","BRIA.BRIA.micro_Rd_AnteriorlimbofinternalcapsuleR",0.0316349515039024,"4.9736773178937413473188506160239973995080599833986524744046909e-10","4.1778889470307427317478345174591e-7"
"BRIA.BRIA.micro_Rd_.PosteriorlimbofinternalcapsuleR","BRIA.BRIA.micro_Rd_.PosteriorlimbofinternalcapsuleR",0.00630662370070065,"0.21550761280034030633982601731907191258729319004136712722169213","181.02639475228585732545385454810"
"BRIA.BRIA.micro_Rd_RetrolenticularpartofinternalcapsuleR","BRIA.BRIA.micro_Rd_RetrolenticularpartofinternalcapsuleR",0.0300361043811994,"2.7673973033446755839075603844194713969480291345571304683642308e-9","2.3246137348095274904823507229116e-6"
"BRIA.BRIA.micro_Rd_AnteriorcoronaradiataR","BRIA.BRIA.micro_Rd_AnteriorcoronaradiataR",-0.00311157671697735,"0.54044869273166215403800938409652319217658553052562959832887010","453.97690189459620939192788264115"
"BRIA.BRIA.micro_Rd_SuperiorcoronaradiataR","BRIA.BRIA.micro_Rd_SuperiorcoronaradiataR",0.0142752683892895,"0.0051616327240333904458502431568112354524781257705301353842702463","4.3357714881880479745142042517209"
"BRIA.BRIA.micro_Rd_PosteriorcoronaradiataR","BRIA.BRIA.micro_Rd_PosteriorcoronaradiataR",0.0395463660252908,"6.1891606962995648811558316914762297564631537545984141068372347e-15","5.1988949848916345001708986208419e-12"
"BRIA.BRIA.micro_Rd_PosteriorthalamicradiationR","BRIA.BRIA.micro_Rd_PosteriorthalamicradiationR",0.0245891955148701,"1.3167779013842008585228083094565804248462487986597245699112762e-6","0.0011060934371627287211591589799432"
"BRIA.BRIA.micro_Rd_SagittalstratumR","BRIA.BRIA.micro_Rd_SagittalstratumR",0.000925758797757165,"0.85508785346550080858860102863662766803235763944256509473395744","718.27379691102067921442486405512"
"BRIA.BRIA.micro_Rd_ExternalcapsuleR","BRIA.BRIA.micro_Rd_ExternalcapsuleR",0.0282355043650059,"2.6714450459799167459999891859875198587959555471153901134222639e-8","2.2440138386231300666399909162300e-5"
"BRIA.BRIA.micro_Rd_CingulumcingulategyrusR","BRIA.BRIA.micro_Rd_CingulumcingulategyrusR",-0.0079412853067778,"0.11920272318104378399539594049233242982270838756982538689443142","100.13028747207677855613259001352"
"BRIA.BRIA.micro_Rd_CingulumhippocampusR","BRIA.BRIA.micro_Rd_CingulumhippocampusR",0.0238364565163615,"2.7545022115538852395850737017305039115210123666705784979539869e-6","0.0023137818577052636012514619094522"
"BRIA.BRIA.micro_Rd_Fornix_StriaterminalisR","BRIA.BRIA.micro_Rd_Fornix_StriaterminalisR",0.166662401747098,"3.6692571250374258508761534903534487703314144815157007739056836e-246","3.0821759850314377147359689318954e-243"
"BRIA.BRIA.micro_Rd_SuperiorlongitudinalfasciculusR","BRIA.BRIA.micro_Rd_SuperiorlongitudinalfasciculusR",-0.00166265219484879,"0.74351617087155160856711263180108688065418484179016816825209402","624.55358353210335119637461071290"
"BRIA.BRIA.micro_Rd_SuperiorfrontooccipitalfasciculusR","BRIA.BRIA.micro_Rd_SuperiorfrontooccipitalfasciculusR",0.160979284578243,"1.0240773924011658997653472262871273139308613674506178414091202e-222","8.6022500961697935580289167008084e-220"
"BRIA.BRIA.micro_Rd_UncinatefasciculusR","BRIA.BRIA.micro_Rd_UncinatefasciculusR",-0.00903210095834918,"0.075302368511595836613607333129458230889204065669252733471770024","63.253989549740502755430159828761"
"BRIA.BRIA.micro_Rd_TapetumR","BRIA.BRIA.micro_Rd_TapetumR",0.0382401663400499,"5.7549485309103019034077365863360307834593321808336605490775502e-14","4.8341567659646535988624987325229e-11"
"BRIA.BRIA.micro_Rd_CINGR","BRIA.BRIA.micro_Rd_CINGR",0.0207629793789857,"4.4847113767829520834374764890555840930183651093275251572164232e-5","0.037671575564976797500874802508062"
"BRIA.BRIA.micro_FA_ATRR","BRIA.BRIA.micro_FA_ATRR",-0.0231451784458569,"5.2968995073180280315429296482160171555160815802382493375499603e-6","0.0044493955861471435464960609044994"
"BRIA.BRIA.micro_FA_CSTR","BRIA.BRIA.micro_FA_CSTR",-0.0159784186329611,"0.0016937713248204611183732171136793842462087141132882605243305479","1.4227679128491873394335023754905"
"BRIA.BRIA.micro_FA_CGR","BRIA.BRIA.micro_FA_CGR",-0.000433505135915619,"0.93221971390761533137592991626708233310336563384717373080375720","783.06455968239687835578112966402"
"BRIA.BRIA.micro_FA_IFOFR","BRIA.BRIA.micro_FA_IFOFR",-0.0142070928522026,"0.0052621215164704267484352406486936825964481022512356986282988740","4.4201820738351584686856021449036"
"BRIA.BRIA.micro_FA_ILFR","BRIA.BRIA.micro_FA_ILFR",-0.0135381796498224,"0.0078756478175296731795294526545005115824041335242638523888220278","6.6155441667249254708047402297808"
"BRIA.BRIA.micro_FA_SLFR","BRIA.BRIA.micro_FA_SLFR",-0.0171190522299296,"0.00076322914291808098994818903873472683017125143112903440456908646","0.64111248005118803155647879253756"
"BRIA.BRIA.micro_FA_UFR","BRIA.BRIA.micro_FA_UFR",-0.02375027484725,"3.5733991236607568915954217214040063305152875515195139603700376e-6","0.0030016552638750357889401542459798"
"BRIA.BRIA.micro_FA_SLTFR","BRIA.BRIA.micro_FA_SLTFR",0.017232578886444,"0.00078146481773292982616255180144509177079275303705182751499075889","0.65643044689566105397654351321368"
"BRIA.BRIA.micro_FA_CorticospinaltractR","BRIA.BRIA.micro_FA_CorticospinaltractR",-0.00389825058428365,"0.44706180345716386753690164778650030568835338552419649562046585","375.53191490401764873099738414067"
"BRIA.BRIA.micro_FA_MediallemniscusR","BRIA.BRIA.micro_FA_MediallemniscusR",-0.00133097585798583,"0.79513250327199404263316825672377939845703465171254326172564102","667.91130274847499581186133564787"
