"","metrics_list..df..","SS","F.stat","p","p_adj","AICf","BICf"
"BRIA.BRIA.v_intra_ExternalcapsuleR","BRIA.BRIA.v_intra_ExternalcapsuleR",0.0152965887318715,0.0163845249401382,0.898148610543914,754.444832856888,56578.3656183419,56625.9138827758
"BRIA.BRIA.v_intra_CingulumcingulategyrusR","BRIA.BRIA.v_intra_CingulumcingulategyrusR",37.7429863527832,40.5075214965178,2.00024971048034e-10,1.68020975680348e-07,56537.9046953948,56585.4529598287
"BRIA.BRIA.v_intra_CingulumhippocampusR","BRIA.BRIA.v_intra_CingulumhippocampusR",316.774927792434,345.036680745805,2.17499285351494e-76,1.82699399695255e-73,56236.1436204729,56283.6918849068
"BRIA.BRIA.v_intra_Fornix_StriaterminalisR","BRIA.BRIA.v_intra_Fornix_StriaterminalisR",75.5504903499532,81.2456987548346,2.1648356539534e-19,1.81846194932085e-16,56497.2776262971,56544.8258907311
"BRIA.BRIA.v_intra_SuperiorlongitudinalfasciculusR","BRIA.BRIA.v_intra_SuperiorlongitudinalfasciculusR",52.6219783815286,56.5205365147352,5.79074484013859e-14,4.86422566571641e-11,56521.9257149911,56569.473979425
"BRIA.BRIA.v_intra_SuperiorfrontooccipitalfasciculusR","BRIA.BRIA.v_intra_SuperiorfrontooccipitalfasciculusR",317.321982222162,345.642625775904,1.61322096576717e-76,1.35510561124442e-73,56235.5476048447,56283.0958692786
"BRIA.BRIA.v_intra_UncinatefasciculusR","BRIA.BRIA.v_intra_UncinatefasciculusR",28.2792819818205,30.3355496201891,3.67785978331268e-08,3.08940221798265e-05,56548.0615425657,56595.6098069996
"BRIA.BRIA.v_intra_TapetumR","BRIA.BRIA.v_intra_TapetumR",1038.54143960047,1176.48228346106,9.89857305249974e-251,8.31480136409978e-248,55434.256629191,55481.804893625
"BRIA.BRIA.v_intra_CINGR","BRIA.BRIA.v_intra_CINGR",114.922587353347,123.842507477531,1.10285483219336e-28,9.2639805904242e-26,56454.8832264742,56502.4314909081
"BRIA.BRIA.v_extra_ATRR","BRIA.BRIA.v_extra_ATRR",19.3597704741696,20.7577504408968,5.24218030089728e-06,0.00440343145275371,56557.6297186412,56605.1779830751
"BRIA.BRIA.v_extra_CSTR","BRIA.BRIA.v_extra_CSTR",444.325481295109,487.28156695044,9.83899089312254e-107,8.26475235022293e-104,56096.7045670201,56144.2528314541
"BRIA.BRIA.v_extra_CGR","BRIA.BRIA.v_extra_CGR",222.590774944601,241.237981386412,4.30795123019746e-54,3.61867903336586e-51,56338.4988846799,56386.0471491138
"BRIA.BRIA.v_extra_IFOFR","BRIA.BRIA.v_extra_IFOFR",90.7378737865329,97.6560414681289,5.60503897765339e-23,4.70823274122885e-20,56480.9348416876,56528.4831061215
"BRIA.BRIA.v_extra_ILFR","BRIA.BRIA.v_extra_ILFR",2.57838242639264,2.76213548617638,0.0965346666657586,81.0891199992372,56575.6193819907,56623.1676464246
"BRIA.BRIA.v_extra_SLFR","BRIA.BRIA.v_extra_SLFR",46.5638494726809,49.9976554244226,1.58897148075119e-12,1.334736043831e-09,56528.4332235544,56575.9814879883
"BRIA.BRIA.v_extra_UFR","BRIA.BRIA.v_extra_UFR",54.04957890269,58.0582612383759,2.65540574764666e-14,2.2305408280232e-11,56520.391916128,56567.9401805619
"BRIA.BRIA.v_extra_SLTFR","BRIA.BRIA.v_extra_SLTFR",318.919689458311,347.412529196653,6.74049739893037e-77,5.66201781510151e-74,56233.8068037567,56281.3550681906
"BRIA.BRIA.v_extra_CorticospinaltractR","BRIA.BRIA.v_extra_CorticospinaltractR",3.1094357785114,3.33112809714493,0.0679948307592987,57.1156578378109,56575.0503349689,56622.5985994029
"BRIA.BRIA.v_extra_MediallemniscusR","BRIA.BRIA.v_extra_MediallemniscusR",1.62027346942705,1.73565794764828,0.187704713869665,157.671959650519,56576.6459977803,56624.1942622142
"BRIA.BRIA.v_extra_InferiorcerebellarpeduncleR","BRIA.BRIA.v_extra_InferiorcerebellarpeduncleR",37.407132592678,40.146359157176,2.40552416792729e-10,2.02064030105893e-07,56538.2652342707,56585.8134987046
"BRIA.BRIA.v_extra_SuperiorcerebellarpeduncleR","BRIA.BRIA.v_extra_SuperiorcerebellarpeduncleR",171.7201894641,185.604771028341,4.42344579477667e-42,3.7156944676124e-39,56393.5702776584,56441.1185420924
"BRIA.BRIA.v_extra_CerebralpeduncleR","BRIA.BRIA.v_extra_CerebralpeduncleR",625.28114169426,692.459780170796,4.12524599217769e-150,3.46520663342926e-147,55897.2354123976,55944.7836768315
"BRIA.BRIA.v_extra_AnteriorlimbofinternalcapsuleR","BRIA.BRIA.v_extra_AnteriorlimbofinternalcapsuleR",30.9803513965599,33.2377368390177,8.2727934423382e-09,6.94914649156409e-06,56545.1631557265,56592.7114201604
"BRIA.BRIA.v_extra_.PosteriorlimbofinternalcapsuleR","BRIA.BRIA.v_extra_.PosteriorlimbofinternalcapsuleR",178.0407223777,192.500745200046,1.42654479578117e-43,1.19829762845619e-40,56386.7358771783,56434.2841416122
"BRIA.BRIA.v_extra_RetrolenticularpartofinternalcapsuleR","BRIA.BRIA.v_extra_RetrolenticularpartofinternalcapsuleR",0.00387429987677024,0.0041498484429047,0.948636979431039,796.855062722072,56578.3778560074,56625.9261204413
"BRIA.BRIA.v_extra_AnteriorcoronaradiataR","BRIA.BRIA.v_extra_AnteriorcoronaradiataR",46.9396190599109,50.4021314802329,1.29365619777873e-12,1.08667120613413e-09,56528.0296404406,56575.5779048746
"BRIA.BRIA.v_extra_SuperiorcoronaradiataR","BRIA.BRIA.v_extra_SuperiorcoronaradiataR",6.38442242874589,6.84078541268481,0.00891651593475063,7.48987338519053,56571.5406924119,56619.0889568458
"BRIA.BRIA.v_extra_PosteriorcoronaradiataR","BRIA.BRIA.v_extra_PosteriorcoronaradiataR",18.6463487954388,19.99206341859,7.81829513784779e-06,0.00656736791579214,56558.3948298393,56605.9430942732
"BRIA.BRIA.v_extra_PosteriorthalamicradiationR","BRIA.BRIA.v_extra_PosteriorthalamicradiationR",18.6442041596565,19.9897617530389,7.82770254214472e-06,0.00657527013540156,56558.3971298171,56605.9453942511
"BRIA.BRIA.v_extra_SagittalstratumR","BRIA.BRIA.v_extra_SagittalstratumR",42.5418980192262,45.6694524956669,1.43762384364123e-11,1.20760402865864e-08,56532.7523705291,56580.300634963
"BRIA.BRIA.v_extra_ExternalcapsuleR","BRIA.BRIA.v_extra_ExternalcapsuleR",11.4576393122043,12.2799076912021,0.000458841138045961,0.385426555958608,56566.1027840005,56613.6510484344
"BRIA.BRIA.v_extra_CingulumcingulategyrusR","BRIA.BRIA.v_extra_CingulumcingulategyrusR",152.269236443994,164.41185549397,1.71576300306308e-37,1.44124092257298e-34,56414.5882850818,56462.1365495157
"BRIA.BRIA.v_extra_CingulumhippocampusR","BRIA.BRIA.v_extra_CingulumhippocampusR",46.1117489236531,49.5110383738176,2.03501512720475e-12,1.70941270685199e-09,56528.9187768906,56576.4670413245
"BRIA.BRIA.v_extra_Fornix_StriaterminalisR","BRIA.BRIA.v_extra_Fornix_StriaterminalisR",77.4100651077315,83.2536050139923,7.87053187825639e-20,6.61124677773537e-17,56495.2772840748,56542.8255485087
"BRIA.BRIA.v_extra_SuperiorlongitudinalfasciculusR","BRIA.BRIA.v_extra_SuperiorlongitudinalfasciculusR",3.21345477567957,3.44258208219215,0.0635507203693458,53.3826051102505,56574.9388721824,56622.4871366163
"BRIA.BRIA.v_extra_SuperiorfrontooccipitalfasciculusR","BRIA.BRIA.v_extra_SuperiorfrontooccipitalfasciculusR",0.824200436807587,0.882857331883252,0.347431383679582,291.842362290849,56577.4989524926,56625.0472169266
"BRIA.BRIA.v_extra_UncinatefasciculusR","BRIA.BRIA.v_extra_UncinatefasciculusR",6.53650625857699,7.00379618159745,0.00813994119444639,6.83755060333497,56571.3776969802,56618.9259614141
"BRIA.BRIA.v_extra_TapetumR","BRIA.BRIA.v_extra_TapetumR",222.574068717928,241.219661780869,4.34728945459424e-54,3.65172314185916e-51,56338.5169948699,56386.0652593038
"BRIA.BRIA.v_extra_CINGR","BRIA.BRIA.v_extra_CINGR",4.99886186903314,5.35579470665783,0.0206633903972159,17.3572479336614,56573.0256032878,56620.5738677217
"BRIA.BRIA.v_csf_ATRR","BRIA.BRIA.v_csf_ATRR",50.2131025510716,53.926364958487,2.15957204098731e-13,1.81404051442934e-10,56524.5135245787,56572.0617890126
"BRIA.BRIA.v_csf_CSTR","BRIA.BRIA.v_csf_CSTR",2.74173593562591,2.93715584286015,0.0865782034978583,72.725690938201,56575.4443432095,56622.9926076434
"BRIA.BRIA.v_csf_CGR","BRIA.BRIA.v_csf_CGR",384.763863643373,420.61649458131,1.53270438873692e-92,1.28747168653901e-89,56161.9361622579,56209.4844266918
"BRIA.BRIA.v_csf_IFOFR","BRIA.BRIA.v_csf_IFOFR",100.456322432492,108.17085388533,2.85155443039231e-25,2.39530572152954e-22,56470.4701847329,56518.0184491669
"BRIA.BRIA.v_csf_ILFR","BRIA.BRIA.v_csf_ILFR",102.294645449678,110.161027523714,1.05038899007359e-25,8.82326751661818e-23,56468.4901073592,56516.0383717931
"BRIA.BRIA.v_csf_SLFR","BRIA.BRIA.v_csf_SLFR",362.737872775044,396.071164024049,2.65260514500701e-87,2.22818832180589e-84,56186.0062630623,56233.5545274962
"BRIA.BRIA.v_csf_UFR","BRIA.BRIA.v_csf_UFR",114.701374023662,123.602681627735,1.24363846061698e-28,1.04465630691826e-25,56455.1216666352,56502.6699310692
"BRIA.BRIA.v_csf_SLTFR","BRIA.BRIA.v_csf_SLTFR",186.027052545662,201.220778276789,1.85950856671224e-45,1.56198719603828e-42,56378.0969769676,56425.6452414015
"BRIA.BRIA.v_csf_CorticospinaltractR","BRIA.BRIA.v_csf_CorticospinaltractR",18.1286693643924,19.4364946469353,1.04531168060543e-05,0.00878061811708559,56558.9499987427,56606.4982631766
"BRIA.BRIA.v_csf_MediallemniscusR","BRIA.BRIA.v_csf_MediallemniscusR",0.864792683954875,0.926340429953829,0.33582706566995,282.094735162758,56577.4554606757,56625.0037251097
"BRIA.BRIA.v_csf_InferiorcerebellarpeduncleR","BRIA.BRIA.v_csf_InferiorcerebellarpeduncleR",263.17492373705,285.83757040406,1.08860193467607e-63,9.14425625127895e-61,56294.456651776,56342.0049162099
"BRIA.BRIA.v_csf_SuperiorcerebellarpeduncleR","BRIA.BRIA.v_csf_SuperiorcerebellarpeduncleR",55.9604489917765,60.1168960699756,9.35590748575563e-15,7.85896228803473e-12,56518.3387173195,56565.8869817535
"BRIA.BRIA.v_csf_CerebralpeduncleR","BRIA.BRIA.v_csf_CerebralpeduncleR",129.164258986028,139.294240575252,4.8272459930158e-32,4.05488663413327e-29,56439.5266347919,56487.0748992258
"BRIA.BRIA.v_csf_AnteriorlimbofinternalcapsuleR","BRIA.BRIA.v_csf_AnteriorlimbofinternalcapsuleR",186.067894852178,201.265391717996,1.81868639989813e-45,1.52769657591443e-42,56378.0527880101,56425.601052444
"BRIA.BRIA.v_csf_.PosteriorlimbofinternalcapsuleR","BRIA.BRIA.v_csf_.PosteriorlimbofinternalcapsuleR",1.22562307649423,1.31287615489994,0.251887996300056,211.585916892047,56577.0688515162,56624.6171159501
"BRIA.BRIA.v_csf_RetrolenticularpartofinternalcapsuleR","BRIA.BRIA.v_csf_RetrolenticularpartofinternalcapsuleR",305.300929797904,332.335645551725,1.14400387770736e-73,9.60963257274185e-71,56248.6405321939,56296.1887966278
"BRIA.BRIA.v_csf_AnteriorcoronaradiataR","BRIA.BRIA.v_csf_AnteriorcoronaradiataR",76.4628012246249,82.2307322086198,1.31775363924481e-19,1.10691305696564e-16,56496.2962791142,56543.8445435481
"BRIA.BRIA.v_csf_SuperiorcoronaradiataR","BRIA.BRIA.v_csf_SuperiorcoronaradiataR",101.235445133254,109.014287195035,1.86746790345105e-25,1.56867303889888e-22,56469.6310067759,56517.1792712098
"BRIA.BRIA.v_csf_PosteriorcoronaradiataR","BRIA.BRIA.v_csf_PosteriorcoronaradiataR",134.803725931055,145.419296917403,2.25794723152234e-33,1.89667567447877e-30,56433.4424858906,56480.9907503245
"BRIA.BRIA.v_csf_PosteriorthalamicradiationR","BRIA.BRIA.v_csf_PosteriorthalamicradiationR",0.27617832964097,0.295824952921057,0.586517653809415,492.674829199908,56578.0861116404,56625.6343760743
"BRIA.BRIA.v_csf_SagittalstratumR","BRIA.BRIA.v_csf_SagittalstratumR",30.3780645166298,32.5905331878517,1.15345507972287e-08,9.68902266967207e-06,56545.8094762469,56593.3577406809
"BRIA.BRIA.v_csf_ExternalcapsuleR","BRIA.BRIA.v_csf_ExternalcapsuleR",514.406965670867,566.269229524156,1.74003453151992e-123,1.46162900647673e-120,56019.6839871412,56067.2322515751
"BRIA.BRIA.v_csf_CingulumcingulategyrusR","BRIA.BRIA.v_csf_CingulumcingulategyrusR",28.9237488254512,31.0279277530909,2.57547091981104e-08,2.16339557264127e-05,56547.3700337435,56594.9182981774
"BRIA.BRIA.v_csf_CingulumhippocampusR","BRIA.BRIA.v_csf_CingulumhippocampusR",227.63323086021,246.768889759743,2.77079028033317e-55,2.32746383547986e-52,56333.0319353354,56380.5801997693
"BRIA.BRIA.v_csf_Fornix_StriaterminalisR","BRIA.BRIA.v_csf_Fornix_StriaterminalisR",796.431810573307,890.260234949504,1.63337888457998e-191,1.37203826304718e-188,55706.7651700238,55754.3134344577
"BRIA.BRIA.v_csf_SuperiorlongitudinalfasciculusR","BRIA.BRIA.v_csf_SuperiorlongitudinalfasciculusR",233.45062310408,253.153480178193,1.16824433435876e-56,9.81325240861362e-54,56326.7229944639,56374.2712588979
"BRIA.BRIA.v_csf_SuperiorfrontooccipitalfasciculusR","BRIA.BRIA.v_csf_SuperiorfrontooccipitalfasciculusR",103.52357140672,111.491681383086,5.38782746830372e-26,4.52577507337513e-23,56467.1663110322,56514.7145754662
"BRIA.BRIA.v_csf_UncinatefasciculusR","BRIA.BRIA.v_csf_UncinatefasciculusR",38.6071275924296,41.436839520037,1.24448362950092e-10,1.04536624878077e-07,56536.9770108742,56584.5252753082
"BRIA.BRIA.v_csf_TapetumR","BRIA.BRIA.v_csf_TapetumR",9.10710341189042,9.75947955168686,0.00178649965061187,1.50065970651397,56568.6224696822,56616.1707341161
"BRIA.BRIA.v_csf_CINGR","BRIA.BRIA.v_csf_CINGR",15.5082615867941,16.6247604784732,4.57249477710164e-05,0.0384089561276538,56561.7599405955,56609.3082050295
"BRIA.BRIA.micro_Rd_ATRR","BRIA.BRIA.micro_Rd_ATRR",110.048384016369,118.559493789364,1.55669432676949e-27,1.30762323448637e-24,56460.1363601489,56507.6846245828
"BRIA.BRIA.micro_Rd_CSTR","BRIA.BRIA.micro_Rd_CSTR",76.9146575031482,82.7186421252891,1.03053323857755e-19,8.65647920405145e-17,56495.8102125504,56543.3584769843
"BRIA.BRIA.micro_Rd_CGR","BRIA.BRIA.micro_Rd_CGR",1189.69772119041,1359.11006566623,4.23225018409531e-288,3.55509015464006e-285,55262.2595768934,55309.8078413273
"BRIA.BRIA.micro_Rd_IFOFR","BRIA.BRIA.micro_Rd_IFOFR",139.62860461522,150.66252150965,1.64368890223691e-34,1.380698677879e-31,56428.235718305,56475.7839827389
"BRIA.BRIA.micro_Rd_ILFR","BRIA.BRIA.micro_Rd_ILFR",12.5155117507129,13.4144440232574,0.000250324792698578,0.210272825866805,56564.9686832982,56612.5169477321
"BRIA.BRIA.micro_Rd_SLFR","BRIA.BRIA.micro_Rd_SLFR",291.557983194558,317.143449692998,2.0686121630117e-70,1.73763421692983e-67,56263.5986159055,56311.1468803394
"BRIA.BRIA.micro_Rd_UFR","BRIA.BRIA.micro_Rd_UFR",253.988056989809,275.724896689906,1.6243876130829e-61,1.36448559498963e-58,56304.4346280262,56351.9828924601
"BRIA.BRIA.micro_Rd_SLTFR","BRIA.BRIA.micro_Rd_SLTFR",13.1645019376629,14.1105288017833,0.000172854998392877,0.145198198650017,56564.272896959,56611.821161393
"BRIA.BRIA.micro_Rd_CorticospinaltractR","BRIA.BRIA.micro_Rd_CorticospinaltractR",5.29673769867804,5.67502838862787,0.0172171583732081,14.4624130334948,56572.7063776597,56620.2546420936
"BRIA.BRIA.micro_Rd_MediallemniscusR","BRIA.BRIA.micro_Rd_MediallemniscusR",1.35863744645758,1.45537007639091,0.227682202691134,191.253050260552,56576.9263323693,56624.4745968032
"BRIA.BRIA.micro_Rd_InferiorcerebellarpeduncleR","BRIA.BRIA.micro_Rd_InferiorcerebellarpeduncleR",412.953552856303,452.115090208092,2.97454206722586e-99,2.49861533646972e-96,56131.0889116044,56178.6371760383
"BRIA.BRIA.micro_Rd_SuperiorcerebellarpeduncleR","BRIA.BRIA.micro_Rd_SuperiorcerebellarpeduncleR",26.2427650913887,28.1479409819016,1.13558511657476e-07,9.53891497922798e-05,56550.2465583921,56597.794822826
"BRIA.BRIA.micro_Rd_CerebralpeduncleR","BRIA.BRIA.micro_Rd_CerebralpeduncleR",23.7507720635404,25.4717003953449,4.52773963815563e-07,0.000380330129605073,56552.9199448985,56600.4682093325
"BRIA.BRIA.micro_Rd_AnteriorlimbofinternalcapsuleR","BRIA.BRIA.micro_Rd_AnteriorlimbofinternalcapsuleR",600.468078624443,664.087385458099,3.86523921756934e-144,3.24680094275825e-141,55924.7025825405,55972.2508469744
"BRIA.BRIA.micro_Rd_.PosteriorlimbofinternalcapsuleR","BRIA.BRIA.micro_Rd_.PosteriorlimbofinternalcapsuleR",144.348842307463,155.794619460573,1.26639675933222e-35,1.06377327783906e-32,56423.1405895211,56470.688853955
"BRIA.BRIA.micro_Rd_RetrolenticularpartofinternalcapsuleR","BRIA.BRIA.micro_Rd_RetrolenticularpartofinternalcapsuleR",299.289554076786,325.687608487068,3.04393940803925e-72,2.55690910275297e-69,56255.1847751594,56302.7330395934
"BRIA.BRIA.micro_Rd_AnteriorcoronaradiataR","BRIA.BRIA.micro_Rd_AnteriorcoronaradiataR",365.141405274939,398.746803151847,7.11750143154291e-88,5.97870120249605e-85,56183.3810501451,56230.9293145791
"BRIA.BRIA.micro_Rd_SuperiorcoronaradiataR","BRIA.BRIA.micro_Rd_SuperiorcoronaradiataR",210.042757202664,227.487301205331,3.97019618509669e-51,3.33496479548122e-48,56352.0968963262,56399.6451607602
"BRIA.BRIA.micro_Rd_PosteriorcoronaradiataR","BRIA.BRIA.micro_Rd_PosteriorcoronaradiataR",334.911497034835,365.144520776161,1.08066306593172e-80,9.07756975382645e-78,56216.3745601262,56263.9228245601
"BRIA.BRIA.micro_Rd_PosteriorthalamicradiationR","BRIA.BRIA.micro_Rd_PosteriorthalamicradiationR",60.8996761132257,65.4399840269482,6.32284785566678e-16,5.3111921987601e-13,56513.0306419282,56560.5789063621
"BRIA.BRIA.micro_Rd_SagittalstratumR","BRIA.BRIA.micro_Rd_SagittalstratumR",20.8600606677137,22.3681391876924,2.26580702503743e-06,0.00190327790103145,56556.020634469,56603.5688989029
"BRIA.BRIA.micro_Rd_ExternalcapsuleR","BRIA.BRIA.micro_Rd_ExternalcapsuleR",792.512177129538,885.688825328083,1.46374248958836e-190,1.22954369125422e-187,55711.1471819947,55758.6954464286
"BRIA.BRIA.micro_Rd_CingulumcingulategyrusR","BRIA.BRIA.micro_Rd_CingulumcingulategyrusR",23.5994556094374,25.309218789767,4.92510406954756e-07,0.000413708741841995,56553.0822644908,56600.6305289247
"BRIA.BRIA.micro_Rd_CingulumhippocampusR","BRIA.BRIA.micro_Rd_CingulumhippocampusR",202.166213523386,218.865176341473,2.87786993147345e-49,2.4174107424377e-46,56360.6279123531,56408.1761767871
"BRIA.BRIA.micro_Rd_Fornix_StriaterminalisR","BRIA.BRIA.micro_Rd_Fornix_StriaterminalisR",970.241377664152,1094.962468529,6.02067398519139e-234,5.05736614756077e-231,55511.501143491,55559.049407925
"BRIA.BRIA.micro_Rd_SuperiorlongitudinalfasciculusR","BRIA.BRIA.micro_Rd_SuperiorlongitudinalfasciculusR",121.264694544374,130.720610805735,3.52144162635082e-30,2.95801096613469e-27,56448.0460482768,56495.5943127107
"BRIA.BRIA.micro_Rd_SuperiorfrontooccipitalfasciculusR","BRIA.BRIA.micro_Rd_SuperiorfrontooccipitalfasciculusR",787.783161112187,880.176054397193,2.06176253636527e-189,1.73188053054683e-186,55716.4328043288,55763.9810687627
"BRIA.BRIA.micro_Rd_UncinatefasciculusR","BRIA.BRIA.micro_Rd_UncinatefasciculusR",29.4778119878392,31.623218840478,1.89625862564983e-08,1.59285724554586e-05,56546.7755087832,56594.3237732171
"BRIA.BRIA.micro_Rd_TapetumR","BRIA.BRIA.micro_Rd_TapetumR",76.3624400273693,82.1223663367872,1.39171369068824e-19,1.16903950017812e-16,56496.4042371429,56543.9525015768
"BRIA.BRIA.micro_Rd_CINGR","BRIA.BRIA.micro_Rd_CINGR",37.6667968518959,40.4255895454577,2.08573762101536e-10,1.7520196016529e-07,56537.9864853512,56585.5347497852
"BRIA.BRIA.micro_FA_ATRR","BRIA.BRIA.micro_FA_ATRR",57.4962622297644,61.7717714455436,4.04672320218858e-15,3.39924748983841e-12,56516.6883614037,56564.2366258377
"BRIA.BRIA.micro_FA_CSTR","BRIA.BRIA.micro_FA_CSTR",43.7066557451326,46.9227124408399,7.59422825552402e-12,6.37915173464018e-09,56531.5016388677,56579.0499033016
"BRIA.BRIA.micro_FA_CGR","BRIA.BRIA.micro_FA_CGR",900.94909157875,1012.88476386038,5.54749652613495e-217,4.65989708195336e-214,55589.5704903813,55637.1187548152
"BRIA.BRIA.micro_FA_IFOFR","BRIA.BRIA.micro_FA_IFOFR",420.743429209724,460.836137275627,4.14027009203006e-101,3.47782687730525e-98,56122.5564300446,56170.1046944785
"BRIA.BRIA.micro_FA_ILFR","BRIA.BRIA.micro_FA_ILFR",20.1788407690328,21.6368966340516,3.31517453241415e-06,0.00278474660722789,56556.7512689349,56604.2995333689
"BRIA.BRIA.micro_FA_SLFR","BRIA.BRIA.micro_FA_SLFR",362.327964284606,395.614917963509,3.31975330004743e-87,2.78859277203984e-84,56186.4539441881,56234.002208622
"BRIA.BRIA.micro_FA_UFR","BRIA.BRIA.micro_FA_UFR",178.662357469817,193.179225175997,1.01761683240412e-43,8.54798139219461e-41,56386.0635788319,56433.6118432658
"BRIA.BRIA.micro_FA_SLTFR","BRIA.BRIA.micro_FA_SLTFR",3.56354548878517,3.81770523849077,0.0507272787481741,42.6109141484662,56574.5637238707,56622.1119883046
"BRIA.BRIA.micro_FA_CorticospinaltractR","BRIA.BRIA.micro_FA_CorticospinaltractR",1.11474649954471,1.19409924259719,0.27451713612481,230.59439434484,56577.1876502152,56624.7359146492
"BRIA.BRIA.micro_FA_MediallemniscusR","BRIA.BRIA.micro_FA_MediallemniscusR",0.223251410538069,0.239132283761257,0.624838779739938,524.864574981548,56578.1428174458,56625.6910818798
"BRIA.BRIA.micro_FA_InferiorcerebellarpeduncleR","BRIA.BRIA.micro_FA_InferiorcerebellarpeduncleR",421.5289593741,461.715971026872,2.69024345455942e-101,2.25980450182991e-98,56121.6958178286,56169.2440822625
"BRIA.BRIA.micro_FA_SuperiorcerebellarpeduncleR","BRIA.BRIA.micro_FA_SuperiorcerebellarpeduncleR",16.037157362196,17.1922107357588,3.39182261114133e-05,0.0284913099335871,56561.192820924,56608.7410853579
