"","feature","beta_out","t_vals","formatMpfr.pval.","formatMpfr.p_adj.","formatMpfr.logp."
"16","BRIA.BRIA.v_intra_RetrolenticularpartofinternalcapsuleL",0.0161114217325853,3.21462309269427,"0.0013061590021317939294312738818495","51.126981820444809779728353557226","-1.7086501557733772484986278842634"
"17","BRIA.BRIA.v_intra_AnteriorcoronaradiataL",-0.0800205670754739,-15.9684616305488,"2.1194909167498441964751446094365e-57","8.2963232954339151382626585447193e-53","52.081114332476387364538013931281"
"18","BRIA.BRIA.v_intra_SuperiorcoronaradiataL",-0.119345789215916,-23.5523460189586,"1.1877590486641056823531260897066e-122","4.6492452441859088724348414529356e-118","117.33261754450577158003186809272"
"19","BRIA.BRIA.v_intra_PosteriorcoronaradiataL",0.093397725742327,18.6674431732405,"9.1111435525693528283776748956244e-78","3.5663749207822217776118732843950e-73","72.447773002869049357894206115618"
"20","BRIA.BRIA.v_intra_PosteriorthalamicradiationL",-0.0677233606399945,-12.9977952734439,"1.2592136215700081663786433037279e-38","4.9289398789114829656559234837792e-34","33.307246479150252335557305772236"
"21","BRIA.BRIA.v_intra_SagittalstratumL",-0.0567779375381924,-11.0536988338067,"2.1036499238246706641210274462072e-28","8.2343168968269083805689377326860e-24","23.084372423239072784897189201327"
"22","BRIA.BRIA.v_intra_ExternalcapsuleL",0.010786403593903,2.13879550455979,"0.032452233712129382707595478066941","1270.2777841938804273234097979744","-3.1038987028069919950962377288164"
"23","BRIA.BRIA.v_intra_CingulumcingulategyrusL",-0.0704655146175333,-13.8994163314922,"6.3859987175286101019682210439720e-44","2.4996714780022238522134207632418e-39","38.602117065194375854746894490492"
"24","BRIA.BRIA.v_intra_CingulumhippocampusL",-0.0822254178845967,-16.4189494544576,"1.3996914919538343680544388866321e-60","5.4788124069548938668754901339445e-56","55.261313569435537191615976033567"
"25","BRIA.BRIA.v_intra_Fornix_StriaterminalisL",0.00816246452696826,1.62587736505645,"0.10397574614991414249327947696377","4069.9226315460892796144385667925","-3.6095861534483217154454526351046"
"26","BRIA.BRIA.v_intra_SuperiorlongitudinalfasciculusL",-0.041713582184096,-8.24569157256403,"1.6420771818666124345281484399285e-16","6.4275827129804810524735314384121e-12","11.191952325955444076722210148673"
"27","BRIA.BRIA.v_intra_SuperiorfrontooccipitalfasciculusL",-0.140074733568051,-28.1628691146965,"1.6672160172501732129333213466555e-174","6.5259836563223530073848997472162e-170","169.18535401819416047087451655411"
"28","BRIA.BRIA.v_intra_UncinatefasciculusL",-0.026202330856984,-5.21624443719374,"1.8258719515496753760605261597628e-7","0.0071470105799508943245137175471620","2.1458755749981905147727688041215"
"29","BRIA.BRIA.v_intra_TapetumL",0.149793294120853,30.2446084457063,"6.1425142623537420705803257134629e-201","2.4043643577131252586872568940208e-196","195.61899971863523075612471723506"
"30","BRIA.BRIA.v_intra_CINGL",-0.0566671890648285,-11.2013235146585,"4.0168700276699654972113371924230e-29","1.5723234349308545945734337172300e-24","23.803458112522152811271064888102"
"31","BRIA.BRIA.v_extra_ATRL",0.134174530841369,26.4212640028227,"7.8077800164922601216674476017156e-154","3.0561993318555653794242890147401e-149","148.51481832355780726074143990581"
"32","BRIA.BRIA.v_extra_CSTL",0.155393295114057,31.2320106570852,"3.9184947543077555569010895393492e-214","1.5338164016786847576377934783872e-209","208.81422662246646441945616829959"
"33","BRIA.BRIA.v_extra_CGL",0.0970277215506097,19.0494621421758,"6.6380707710145218842984184363120e-81","2.5983400418982143011709299285260e-76","75.585304013903353009732400348418"
"34","BRIA.BRIA.v_extra_IFOFL",0.0834479302722849,15.5423032197349,"1.7941757511866012586997340402269e-54","7.0229421428697133069283689536601e-50","49.153480909418815599924082117141"
"35","BRIA.BRIA.v_extra_ILFL",-0.0149509452928189,-2.69758151436764,"0.0069845182503273411635239289534343","273.39499787256311516381715102447","-2.4367905643056259167086231988617"
"36","BRIA.BRIA.v_extra_SLFL",0.138075216739747,25.3303441195183,"1.4799149063974130352882109140057e-141","5.7928309181113938440286439806946e-137","136.23710914755874753926577591400"
"37","BRIA.BRIA.v_extra_UFL",0.073159845076304,14.6031690058319,"2.6808837856004240148017350042198e-48","1.0493783401975739721138431327013e-43","42.979067904145448465066941458809"
"38","BRIA.BRIA.v_extra_SLFTL",-0.149790923746967,-27.6307771494685,"4.7509542759853916370512071998816e-168","1.8596660322489618484909540342498e-163","162.73056504146711119509350791518"
"39","BRIA.BRIA.v_extra_CorticospinaltractL",-0.00428659549633043,-0.854606723276148,"0.39276890431051284817923556589110","15374.153221426404416279817755670","-4.1867912050075041639242763571755"
"40","BRIA.BRIA.v_extra_MediallemniscusL",0.0399060129066621,7.974228095466,"1.5333612333739059645211568784404e-15","6.0020358757954801169251643692819e-11","10.221701413007559732772961807849"
"41","BRIA.BRIA.v_extra_InferiorcerebellarpeduncleL",-0.00817480738904552,-1.61935511036637,"0.10537087941564228501822329563622","4124.5323329664859624683144610918","-3.6153747124674466775495748480358"
"42","BRIA.BRIA.v_extra_SuperiorcerebellarpeduncleL",0.129164494226807,25.8851828922071,"9.7795952601868061736859505946618e-148","3.8280269726949215405658916412688e-143","142.41702501079819900708416922985"
"43","BRIA.BRIA.v_extra_CerebralpeduncleL",0.170595930485918,34.5483982913364,"1.5065291375942492925421331282394e-261","5.8970070032851700057976717038653e-257","256.22936835645378600393411214431"
"44","BRIA.BRIA.v_extra_AnteriorlimbofinternalcapsuleL",-0.0460717252904348,-9.0203996798763,"1.8740431285188373486584388459266e-19","7.3355670179612850338537271746143e-15","14.134566310824901656282025195722"
"45","BRIA.BRIA.v_extra_PosteriorlimbofinternalcapsuleL",0.113844192786961,22.558357534786,"1.1117446847095276123541708944665e-112","4.3517022193585039330379311322114e-108","107.36134083043167375426784815431"
"46","BRIA.BRIA.v_extra_RetrolenticularpartofinternalcapsuleL",0.0723738939491739,14.2320060646846,"5.7993954857806736639965729560299e-46","2.2700573749991290922981785521787e-41","40.643963166009244937222865797751"
"47","BRIA.BRIA.v_extra_AnteriorcoronaradiataL",0.070402584539714,13.9655799652454,"2.5283881973181142188010872037937e-44","9.8968699207622944866530956418052e-40","39.004502137835064325706441956039"
"48","BRIA.BRIA.v_extra_SuperiorcoronaradiataL",0.116006076038551,22.4030243709589,"3.6774695827652059517292922689042e-111","1.4394719187817845656853968728174e-106","105.84179680292002242243085137679"
"49","BRIA.BRIA.v_extra_PosteriorcoronaradiataL",-0.0432395993043154,-8.51180158304434,"1.7125144406952474415351485465446e-17","6.7032952752134070604010319557362e-13","12.173711649833272926717223148093"
"50","BRIA.BRIA.v_extra_PosteriorthalamicradiationL",-0.0726657908899727,-12.2553873315984,"1.5719646039099620654316570545043e-34","6.1531410490847645127191352084439e-30","29.210903129420814611304285286374"
"51","BRIA.BRIA.v_extra_SagittalstratumL",0.0705117038682578,13.1278179999484,"2.2813569632046563046631969306657e-39","8.9299155610719861733431517457057e-35","34.049152647666198371843147320524"
"52","BRIA.BRIA.v_extra_ExternalcapsuleL",0.0129110657399629,2.57186841084693,"0.010115133009339865079668294046763","395.93665138459033881345603387244","-2.5976257057363602900687943832181"
"53","BRIA.BRIA.v_extra_CingulumcingulategyrusL",0.11222047442175,22.2828472055424,"5.4200656613436798848055006078640e-110","2.1215763018197566173094171029358e-105","104.67334134435299425489324340073"
"54","BRIA.BRIA.v_extra_CingulumhippocampusL",0.0231247811883349,4.61137070798199,"4.0002243033588644367826897428414e-6","0.15658077990637603064898482460404","0.80526154810747865685095030478083"
"55","BRIA.BRIA.v_extra_Fornix_StriaterminalisL",0.155241487943221,31.1713061840068,"2.6094626171231057631256117308699e-213","1.0214219522204972888602581998136e-208","207.99079481259974821384837728468"
"56","BRIA.BRIA.v_extra_SuperiorlongitudinalfasciculusL",0.125821975571391,23.5997304755632,"3.8787503288660318278278572539071e-123","1.5182592412280308383666581648972e-118","117.81865406676583002104457319712"
"57","BRIA.BRIA.v_extra_SuperiorfrontooccipitalfasciculusL",0.0494873979905681,9.83976003767998,"7.5891631473742669157809292690717e-23","2.9706261307767092988441291437930e-18","17.527152003045789319757257985791"
"58","BRIA.BRIA.v_extra_UncinatefasciculusL",-0.0253435923897424,-5.04570665598853,"4.5184820933593742936077613924389e-7","0.017686694458036598797468860418415","1.7523533266593420742204025840666"
"59","BRIA.BRIA.v_extra_TapetumL",-0.111005051667703,-22.2448241572752,"1.2658739494833918815833803391307e-109","4.9550104004628408420818256614576e-105","104.30495542960274610635588594218"
"60","BRIA.BRIA.v_extra_CINGL",-0.0160794177724671,-3.1658341717701,"0.0015463892394185764111247521820834","60.530313998561336460656174663274","-1.7819729268034955605185534291942"
"61","BRIA.BRIA.v_csf_ATRL",-0.00215768076194463,-0.424065902299755,"0.67151775185772037819708385658948","26285.219360966748763768453398486","-4.4197116057356454945851962221704"
"62","BRIA.BRIA.v_csf_CSTL",-0.12405325089756,-24.3414997487814,"7.1326828553979592360451413260525e-131","2.7919460500884231837651496692562e-126","125.55409297801709667555985479815"
"63","BRIA.BRIA.v_csf_CGL",0.15642712933939,31.3298399710824,"1.8312158249025626941828085572387e-215","7.1679281034161011538397675356019e-211","210.14460635943497267717695610942"
"64","BRIA.BRIA.v_csf_IFOFL",-0.0548123788267826,-10.0963554972285,"5.7333434462692813725995007553685e-24","2.2442026251731848076766225806743e-19","18.648937933948028261082918157366"
"65","BRIA.BRIA.v_csf_ILFL",0.113264127243325,21.0630364659398,"1.7367821137406086394185060605342e-98","6.7982862278148643972758582727481e-94","93.167600554294930605939661459882"
"66","BRIA.BRIA.v_csf_SLFL",-0.144602550252145,-26.7330387636725,"1.9446710867367157647038109193966e-157","7.6120260348135265177801270817941e-153","152.11849973499924257635768039852"
"67","BRIA.BRIA.v_csf_UFL",0.120343276722805,24.1265429950417,"1.3165818503089982194977956928414e-128","5.1534963366645117305802216804873e-124","123.28789802833379304242682958565"
"68","BRIA.BRIA.v_csf_SLFTL",0.144293548064904,27.2850740646971,"6.3779834793922765784322891172775e-164","2.4965340733385188210957509291768e-159","158.60266250220574076802427379229"
"69","BRIA.BRIA.v_csf_CorticospinaltractL",0.0333117534705044,6.67314958793725,"2.5037095395170410738914877977333e-11","9.8002702505315538755334506866633e-7","6.0087619481140044926768702478518"
"70","BRIA.BRIA.v_csf_MediallemniscusL",0.00143181649766654,0.286668828715094,"0.77436590733836912773747034792925","30311.004710945782767027801828999","-4.4816003320518172738630225502205"
"71","BRIA.BRIA.v_csf_InferiorcerebellarpeduncleL",0.0427734200739906,8.5450762176972,"1.2845147181352302509292853735995e-17","5.0279759611967317712125017378791e-13","12.298606807347370154747728197114"
"72","BRIA.BRIA.v_csf_SuperiorcerebellarpeduncleL",-0.0667383656606697,-13.3269106229225,"1.6144597156799943370253536506412e-40","6.3194796650862018334183417947082e-36","35.199318679294338025681903497757"
"73","BRIA.BRIA.v_csf_CerebralpeduncleL",-0.106260655195564,-20.8019161045638,"4.1585975837976088410736574431086e-96","1.6277998522258980286614617329561e-91","90.788398995280660229334442946427"
"74","BRIA.BRIA.v_csf_AnteriorlimbofinternalcapsuleL",0.0017572067249408,0.346254210857509,"0.72915167704934330987934980712444","28541.184094742445178607389500267","-4.4554719868285661039291246211997"
"75","BRIA.BRIA.v_csf_PosteriorlimbofinternalcapsuleL",-0.10827712204769,-21.1773901955974,"1.5435015101076672187024899197477e-99","6.0417279610144417941671562928712e-95","94.218838833463613920671011259371"
"76","BRIA.BRIA.v_csf_RetrolenticularpartofinternalcapsuleL",-0.115387400048731,-22.3262527179821,"2.0544932338703715587956915775806e-110","8.0419028653387953925939755421254e-106","105.09464117685635181004973177157"
"77","BRIA.BRIA.v_csf_AnteriorcoronaradiataL",-0.00515466488068192,-1.01421121418599,"0.31048197870782631086909775144322","12153.196092560445286349093284736","-4.0846905053277461516537862575909"
"78","BRIA.BRIA.v_csf_SuperiorcoronaradiataL",0.00750835065702764,1.45877959723571,"0.14462577988690282844999240706652","5661.0869021130374140180527898059","-3.7528998216958424539439061006737"
"79","BRIA.BRIA.v_csf_PosteriorcoronaradiataL",-0.00969397674008341,-1.90838990419254,"0.056340840737668441779556811752885","2205.3495289945558165771922824437","-3.3434774312113782809013173523939"
"80","BRIA.BRIA.v_csf_PosteriorthalamicradiationL",0.157177585468158,29.7489955290053,"1.7868013434489488488061959142093e-194","6.9940764986622204788820926669904e-190","189.15526962184587837004193454174"
"81","BRIA.BRIA.v_csf_SagittalstratumL",-0.000571714473334884,-0.108068439308177,"0.91394140328313900110751685454329","35774.408348711909920351532237403","-4.5535724599576170590680961499333"
"82","BRIA.BRIA.v_csf_ExternalcapsuleL",-0.0869827297951769,-17.4250416701803,"5.3269628081855870933303468734874e-68","2.0851330520080843559422976766885e-63","62.680866227544280305123120463866"
"83","BRIA.BRIA.v_csf_CingulumcingulategyrusL",-0.0595685640379283,-11.8618609285871,"1.8677713340936713750675385103103e-32","7.3110173330428578634268659909085e-28","27.136022186464106697962232665626"
"84","BRIA.BRIA.v_csf_CingulumhippocampusL",0.0716905833714111,14.3577146428228,"9.5318824060728060082618694804799e-47","3.7310647302090784558139435707435e-42","41.428167216322677572822262377452"
"85","BRIA.BRIA.v_csf_Fornix_StriaterminalisL",-0.236384857127148,-47.7234198963227,"4.6215757217026138988810187198959e-497","1.8090233847460541584389971575280e-492","491.74255581909898630516810380344"
"86","BRIA.BRIA.v_csf_SuperiorlongitudinalfasciculusL",-0.0958596302304797,-17.6502524680254,"1.0130233703664116908168411975287e-69","3.9652773786252452813643614994855e-65","64.401726427566326557610793328270"
"87","BRIA.BRIA.v_csf_SuperiorfrontooccipitalfasciculusL",0.128278748047757,25.8131500879664,"6.3121688666893275423320235832557e-147","2.4707722594882034798950239911940e-142","141.60716728333354643929175473118"
"88","BRIA.BRIA.v_csf_UncinatefasciculusL",0.0206910716087273,4.12007729968547,"3.7874531102225717875359338451698e-5","1.4825227709344212747951905850144","-0.17100137267051191768456462866531"
"89","BRIA.BRIA.v_csf_TapetumL",0.0402557845456345,8.05910668052843,"7.6854006389061634525975544015112e-16","3.0082963720870395602502607193835e-11","10.521679380041331092980612948528"
"90","BRIA.BRIA.v_csf_CINGL",0.0171694635358084,3.43056087668529,"0.00060233480120681747960936590999702","23.577191123638456604349409815007","-1.3724920640259637671313228971020"
"91","BRIA.BRIA.micro_Rd_ATRL",0.0737228163145981,14.6975649211409,"6.6819657952374978292997380834926e-49","2.6155218712298137753227964780211e-44","43.582441644011729067994637091912"
"92","BRIA.BRIA.micro_Rd_CSTL",-0.0542888464701941,-10.5656687075441,"4.2989374022067712594982225329493e-26","1.6827330673457964741053892460722e-21","20.773984770876866977147835209780"
"93","BRIA.BRIA.micro_Rd_CGL",0.247299182332208,50.3965947719778,"4.8435644653244690769531913678059e-554","1.8959164386619569307917876971011e-549","548.72218080783536574757103993438"
"94","BRIA.BRIA.micro_Rd_IFOFL",-0.0370200399402004,-7.09530948573104,"1.2906233528793344675517569641937e-12","5.0518869901755789063378422849444e-8","7.2965463730993064732764033347577"
"95","BRIA.BRIA.micro_Rd_ILFL",0.129181047651648,25.0869451585943,"6.9046673795698571847432694100146e-139","2.7026939523850291978240579451635e-134","133.56820313014870296179389692702"
"96","BRIA.BRIA.micro_Rd_SLFL",-0.0848065328544266,-16.4933508593552,"4.0959056110820497996894015053458e-61","1.6032603333458467530924224312378e-56","55.794995952283563628936439324494"
"97","BRIA.BRIA.micro_Rd_UFL",0.201891056631287,40.9874679250184,"3.0734896188592649321165131729477e-367","1.2030560415100820723783667512867e-362","361.91971414161135948869658442013"
"98","BRIA.BRIA.micro_Rd_SLFTL",0.070057667812803,13.9507413108369,"3.1135226917873181167291908670147e-44","1.2187261872463099304313071810754e-39","38.914093856912737911346134891290"
"99","BRIA.BRIA.micro_Rd_CorticospinaltractL",0.0338512234286459,6.77932164236098,"1.2074145300496640386371502137714e-11","4.7261826949733999464373970817667e-7","6.3254894943233593613184245734147"
"100","BRIA.BRIA.micro_Rd_MediallemniscusL",0.0228753321732383,4.56788366066806,"4.9267334059541259425105680308156e-6","0.19284712570926235176769116443018","0.71478682969350198736346942713821"
"101","BRIA.BRIA.micro_Rd_InferiorcerebellarpeduncleL",0.0621836837300565,12.4263547186579,"1.8801415544159458620156659627068e-35","7.3594380864503368876879212778207e-31","30.133155343987242977048744609797"
"102","BRIA.BRIA.micro_Rd_SuperiorcerebellarpeduncleL",-0.0399253733294445,-7.95815044872198,"1.7462993974029549423013771149863e-15","6.8355397312543865306502804411892e-11","10.165227188038207929876369608383"
"103","BRIA.BRIA.micro_Rd_CerebralpeduncleL",-0.0251344195522212,-4.82262821761727,"1.4167889849157310487003562103292e-6","0.055457371236556460439278043140911","1.2560407204868891651212184677137"
"104","BRIA.BRIA.micro_Rd_AnteriorlimbofinternalcapsuleL",-0.0121506626142449,-2.41142848305125,"0.015890167892482901312401476022534","621.98884181545820607133097595031","-2.7937825937238714134574926933614"
"105","BRIA.BRIA.micro_Rd_PosteriorlimbofinternalcapsuleL",-0.086235208828211,-16.8844480647064,"5.8561413787742873825980499199506e-64","2.2922694198936193101703546801661e-59","58.639734339280279083255850799675"
"106","BRIA.BRIA.micro_Rd_RetrolenticularpartofinternalcapsuleL",-0.0931063526804498,-18.1356086256457,"1.6684170920704378330346124967642e-73","6.5306850234913148098473836960840e-69","68.185041261861409375005256811700"
"107","BRIA.BRIA.micro_Rd_AnteriorcoronaradiataL",0.0400602149903294,7.92762484098419,"2.2337691703584871400725138068674e-15","8.7436426635342262123858407942222e-11","10.058307599506017591179473642773"
"108","BRIA.BRIA.micro_Rd_SuperiorcoronaradiataL",0.0611889586208307,12.1192408806716,"8.3529219510653462126339854268895e-34","3.2695842393055084680113209156492e-29","28.485507468763292495546502497045"
"109","BRIA.BRIA.micro_Rd_PosteriorcoronaradiataL",-0.0408437069654624,-8.09608476549728,"5.6756282368571121362522392164762e-16","2.2216111607529794034932139965057e-11","10.653331951478334610696827209480"
"110","BRIA.BRIA.micro_Rd_PosteriorthalamicradiationL",0.13761524176799,27.2002121502438,"6.4574624941757737241784723702906e-163","2.5276445440952231088551794399036e-158","157.59728399976939734197521354015"
"111","BRIA.BRIA.micro_Rd_SagittalstratumL",0.0174486976467207,3.40102734729727,"0.00067133111441316767380291617331836","26.277913811474622255667547772194","-1.4195908838661282230633219956573"
"112","BRIA.BRIA.micro_Rd_ExternalcapsuleL",-0.0935985767087934,-18.7521166216929,"1.8603720771954144003819444757814e-78","7.2820544217660105874150452615552e-74","73.137746079729957978762576967261"
"113","BRIA.BRIA.micro_Rd_CingulumcingulategyrusL",0.0250828902833131,5.02034128579469,"5.1579754266440770012662487232768e-7","0.020189863212512910606056477377529","1.6948666234165427663046726479707"
"114","BRIA.BRIA.micro_Rd_CingulumhippocampusL",0.0680679604539784,13.6374552815053,"2.3978265377780516811760666434633e-42","9.3858124168246276956274776625116e-38","37.027528129768958005453451053531"
"115","BRIA.BRIA.micro_Rd_Fornix_StriaterminalisL",-0.231104026191356,-46.5683738102673,"2.1145789956684980978871116210506e-473","8.2770965627452021045595210182822e-469","468.08212197818006042758821291177"
"116","BRIA.BRIA.micro_Rd_SuperiorlongitudinalfasciculusL",-0.038913895598366,-7.52886779980392,"5.1182169744183032399937871198545e-14","2.0034236702965564372307680923253e-9","8.6982271993757765498744842695847"
"117","BRIA.BRIA.micro_Rd_SuperiorfrontooccipitalfasciculusL",0.152755570541733,30.8253117464626,"1.2003342249951415313151124665681e-208","4.6984682568984824960267447278860e-204","203.32804370291534654390066810391"
"118","BRIA.BRIA.micro_Rd_UncinatefasciculusL",-0.00352677777075958,-0.704166311989473,"0.48132920776527657091528551258885","18840.669179556220815337020819262","-4.2750963239254092874318771449362"
"119","BRIA.BRIA.micro_Rd_TapetumL",0.0144629497261605,2.89517058407696,"0.0037895253848992536834946959205804","148.33339214111148693303288241923","-2.1712389284402926288420558671871"
"120","BRIA.BRIA.micro_Rd_CINGL",-0.0105174080854314,-2.10532184159613,"0.035263302114584304494311471277155","1380.3114346711734308208339202023","-3.1399770857487297063875263275146"
"121","BRIA.BRIA.micro_FA_ATRL",-0.140041915502816,-28.3137323735796,"2.3416928064140623633069182957392e-176","9.1660881521465643086922702850088e-172","171.03781597037219142158772428061"
"122","BRIA.BRIA.micro_FA_CSTL",0.0221226226360157,4.38268098822228,"1.1722770706021538753378798736260e-5","0.45886441374580109142350631893343","0.33831562178475054907938549765916"
"123","BRIA.BRIA.micro_FA_CGL",-0.285902000599543,-58.4649736701905,"7.8053517768932001646265050479658e-745","3.0552488460293053404397528709255e-740","739.51495341126232022597426642062"
"124","BRIA.BRIA.micro_FA_IFOFL",0.0399059425191665,7.9791341152883,"1.4736338793519217513291405565046e-15","5.7682450939472273112276548803248e-11","10.238956294632697240314978924448"
"125","BRIA.BRIA.micro_FA_ILFL",-0.0886935774036326,-17.763065014091,"1.3656901815976629516239864570209e-70","5.3457210778277320915417701887175e-66","65.271993705048325205885370586308"
"126","BRIA.BRIA.micro_FA_SLFL",0.0651620536590327,13.0850612638783,"4.0083687202378362141691969351024e-39","1.5689957681626962293122487563073e-34","33.804378227774483238381499336645"
"127","BRIA.BRIA.micro_FA_UFL",-0.155550383255142,-31.5001033888996,"8.6581931626719108637189791388563e-218","3.3890765496646660693855200043237e-213","212.46991862156642913284261599112"
"128","BRIA.BRIA.micro_FA_SLFTL",0.0353060205187248,7.00856866407301,"2.4076845690137007303407767712250e-12","9.4243997084903287687729025156097e-8","7.0257463028296300951932281147853"
"129","BRIA.BRIA.micro_FA_CorticospinaltractL",-0.0352769288886702,-7.05762468320985,"1.6937277386472335801268961037522e-12","6.6297584873868664026907094189140e-8","7.1785022920334807483211657131560"
"130","BRIA.BRIA.micro_FA_MediallemniscusL",-0.0417284400036177,-8.29298027438507,"1.1044566216133787868018863029764e-16","4.3231745539812485851786235557400e-12","11.364197228889108290501591953411"
"131","BRIA.BRIA.micro_FA_InferiorcerebellarpeduncleL",-0.0595100227767836,-11.9141547837697,"9.9873823221815259873679406836873e-33","3.9093610623715147172354330218170e-28","27.407894216967571765854829296262"
"132","BRIA.BRIA.micro_FA_SuperiorcerebellarpeduncleL",0.028935660762917,5.7793647709085,"7.4983195406442152190251658379553e-9","0.00029350672177943651631830206639496","3.5323819482552422669491988631359"
"133","BRIA.BRIA.micro_FA_CerebralpeduncleL",-0.0173054249503455,-3.33979680179077,"0.00083839709524331713716642168489014","32.817377499109162700105244011646","-1.5161038727813085842316899501875"
"134","BRIA.BRIA.micro_FA_AnteriorlimbofinternalcapsuleL",0.0029960933906087,0.599128661898834,"0.54908708983507157647402860021566","21492.915957414206717922901498236","-4.3322953404940025777162562639835"
"135","BRIA.BRIA.micro_FA_PosteriorlimbofinternalcapsuleL",0.0718967507621887,14.2723909906955,"3.2523354721788923274581304287086e-46","1.2730616738749838237369359937099e-41","40.895150556303314115186253523807"
"136","BRIA.BRIA.micro_FA_RetrolenticularpartofinternalcapsuleL",0.101507413826618,20.3361589671827,"6.1567701597646527743346618921699e-92","2.4099445436366780354578167044527e-87","86.617992951064004498896048515222"
"137","BRIA.BRIA.micro_FA_AnteriorcoronaradiataL",-0.0835920183720778,-16.7167241228007,"9.9014393411683516840078670395644e-63","3.8757204013135278996711993952980e-58","57.411647560967649200937059860364"
"138","BRIA.BRIA.micro_FA_SuperiorcoronaradiataL",-0.0834528635966637,-16.6750919612799,"1.9890512372678755091230998882826e-62","7.7857432580376451053605498927034e-58","57.108699921637114156757195740831"
"139","BRIA.BRIA.micro_FA_PosteriorcoronaradiataL",0.0709071224969268,14.1529552561947,"1.7907089531089033348733477065189e-45","7.0093720551541803236947449276282e-41","40.154320887196937623799349208836"
"140","BRIA.BRIA.micro_FA_PosteriorthalamicradiationL",-0.110196434525216,-22.1811024190196,"5.2282078339824120236514591507154e-109","2.0464773924557355384178906553654e-104","103.68899304866638086291375083083"
"141","BRIA.BRIA.micro_FA_SagittalstratumL",0.00205052806988049,0.410124211108171,"0.68171483315147361659795504187419","26684.363714048131774493754204093","-4.4262568515551064359828527334579"
"142","BRIA.BRIA.micro_FA_ExternalcapsuleL",0.0432991503983725,8.59629310430545,"8.2332356098253080951945899823840e-18","3.2227354147539203477020183568058e-13","12.491775348421634597442502950680"
"143","BRIA.BRIA.micro_FA_CingulumcingulategyrusL",-0.0546527182242033,-10.839037873438,"2.2482297244189854242147436278345e-27","8.8002456102932346460037709824287e-23","22.055505206746817335236735761555"
"144","BRIA.BRIA.micro_FA_CingulumhippocampusL",-0.0801794126135973,-16.0234232895806,"8.7686937723686565959033825006156e-58","3.4323298033182632513344610122164e-53","52.464410988632295516868821530318"
"145","BRIA.BRIA.micro_FA_Fornix_StriaterminalisL",0.194375792215148,39.3914957289265,"2.2965176701559706813898755545158e-339","8.9892591162915160381643898830366e-335","334.04627610081021560326227244914"
