"","metrics_list..df..","SS","F.stat","p","p_adj","AICf","BICf"
"BRIA.BRIA.v_intra_CingulumcingulategyrusR","BRIA.BRIA.v_intra_CingulumcingulategyrusR",0.282147733552847,0.278757692694249,0.597522889031389,501.919226786367,53341.2435655889,53388.265728704
"BRIA.BRIA.v_intra_CingulumhippocampusR","BRIA.BRIA.v_intra_CingulumhippocampusR",157.540007834472,156.950536131628,7.31016996648442e-36,6.14054277184691e-33,53185.1847626057,53232.2069257208
"BRIA.BRIA.v_intra_Fornix_StriaterminalisR","BRIA.BRIA.v_intra_Fornix_StriaterminalisR",66.9090441523076,66.3385311748402,4.03416720960042e-16,3.38870045606435e-13,53275.2835014247,53322.3056645397
"BRIA.BRIA.v_intra_SuperiorlongitudinalfasciculusR","BRIA.BRIA.v_intra_SuperiorlongitudinalfasciculusR",35.9124713809215,35.5478641327332,2.53329756934928e-09,2.12796995825339e-06,53305.9987688597,53353.0209319747
"BRIA.BRIA.v_intra_SuperiorfrontooccipitalfasciculusR","BRIA.BRIA.v_intra_SuperiorfrontooccipitalfasciculusR",333.404257431896,335.296739677121,3.00445153788449e-74,2.52373929182297e-71,53009.1059598895,53056.1281230045
"BRIA.BRIA.v_intra_UncinatefasciculusR","BRIA.BRIA.v_intra_UncinatefasciculusR",58.317093085232,57.7935261667924,3.04852485079089e-14,2.56076087466435e-11,53283.8025288597,53330.8246919747
"BRIA.BRIA.v_intra_TapetumR","BRIA.BRIA.v_intra_TapetumR",1111.36374557676,1166.45090605413,4.69983495784792e-248,3.94786136459226e-245,52209.6874016237,52256.7095647387
"BRIA.BRIA.v_intra_CINGR","BRIA.BRIA.v_intra_CINGR",47.7938356049854,47.3383584085928,6.16215043147763e-12,5.17620636244121e-09,53294.2311900436,53341.2533531586
"BRIA.BRIA.v_extra_ATRR","BRIA.BRIA.v_extra_ATRR",0.411179662609356,0.406242054832895,0.523890878490257,440.068337931816,53341.1160494909,53388.1382126059
"BRIA.BRIA.v_extra_CSTR","BRIA.BRIA.v_extra_CSTR",347.885218277148,350.132442369495,2.01839338959585e-77,1.69545044726052e-74,52994.5332371622,53041.5554002772
"BRIA.BRIA.v_extra_CGR","BRIA.BRIA.v_extra_CGR",53.6080873467981,53.1135490457166,3.2734391481261e-13,2.74968888442592e-10,53288.4699225636,53335.4920856786
"BRIA.BRIA.v_extra_IFOFR","BRIA.BRIA.v_extra_IFOFR",25.6254433164868,25.3514789732322,4.82224631610603e-07,0.000405068690552907,53316.1813067638,53363.2034698788
"BRIA.BRIA.v_extra_ILFR","BRIA.BRIA.v_extra_ILFR",0.793227948357526,0.783718365669984,0.376017715938045,315.854881387958,53340.7384843063,53387.7606474213
"BRIA.BRIA.v_extra_SLFR","BRIA.BRIA.v_extra_SLFR",2.53774167267329,2.50754906682538,0.113318925117075,95.1878970983431,53339.0143445628,53386.0365076778
"BRIA.BRIA.v_extra_UFR","BRIA.BRIA.v_extra_UFR",123.512856963527,122.82814672893,1.86473990065695e-28,1.56638151655184e-25,53219.0629693324,53266.0851324474
"BRIA.BRIA.v_extra_SLTFR","BRIA.BRIA.v_extra_SLTFR",275.052711059354,275.749059796439,1.74632465934891e-61,1.46691271385308e-58,53067.7125417078,53114.7347048228
"BRIA.BRIA.v_extra_CorticospinaltractR","BRIA.BRIA.v_extra_CorticospinaltractR",1.10888372078625,1.09560817438642,0.295245473080826,248.006197387893,53340.4265268128,53387.4486899278
"BRIA.BRIA.v_extra_MediallemniscusR","BRIA.BRIA.v_extra_MediallemniscusR",10.7441285258647,10.6209042545444,0.00112015917359696,0.940933705821442,53330.9016673535,53377.9238304685
"BRIA.BRIA.v_extra_InferiorcerebellarpeduncleR","BRIA.BRIA.v_extra_InferiorcerebellarpeduncleR",54.7341230495549,54.2324309591152,1.85514586677198e-13,1.55832252808847e-10,53287.3539431856,53334.3761063006
"BRIA.BRIA.v_extra_SuperiorcerebellarpeduncleR","BRIA.BRIA.v_extra_SuperiorcerebellarpeduncleR",113.722327642863,113.033069575512,2.5229472365819e-26,2.1192756787288e-23,53228.7992923581,53275.8214554731
"BRIA.BRIA.v_extra_CerebralpeduncleR","BRIA.BRIA.v_extra_CerebralpeduncleR",375.875583324676,378.87410761818,1.46687038896251e-83,1.23217112672851e-80,52966.3332983524,53013.3554614674
"BRIA.BRIA.v_extra_AnteriorlimbofinternalcapsuleR","BRIA.BRIA.v_extra_AnteriorlimbofinternalcapsuleR",8.9454118068752,8.84197666052459,0.00294755392140949,2.47594529398397,53332.6801452982,53379.7023084132
"BRIA.BRIA.v_extra_.PosteriorlimbofinternalcapsuleR","BRIA.BRIA.v_extra_.PosteriorlimbofinternalcapsuleR",146.274632648812,145.639945882134,2.07105471341594e-33,1.73968595926939e-30,53196.4076193833,53243.4297824983
"BRIA.BRIA.v_extra_RetrolenticularpartofinternalcapsuleR","BRIA.BRIA.v_extra_RetrolenticularpartofinternalcapsuleR",13.493426969173,13.3406089558429,0.000260428756943563,0.218760155832593,53328.1829767821,53375.2051398972
"BRIA.BRIA.v_extra_AnteriorcoronaradiataR","BRIA.BRIA.v_extra_AnteriorcoronaradiataR",106.898821394312,106.212417040302,7.71909998639991e-25,6.48404398857593e-22,53235.5820253287,53282.6041884437
"BRIA.BRIA.v_extra_SuperiorcoronaradiataR","BRIA.BRIA.v_extra_SuperiorcoronaradiataR",1.60203968815404,1.58290130737452,0.20835897938362,175.021542682241,53339.9391383392,53386.9613014542
"BRIA.BRIA.v_extra_PosteriorcoronaradiataR","BRIA.BRIA.v_extra_PosteriorcoronaradiataR",10.7993948413387,10.675567895266,0.00108755452699231,0.913545802673538,53330.8470202063,53377.8691833213
"BRIA.BRIA.v_extra_PosteriorthalamicradiationR","BRIA.BRIA.v_extra_PosteriorthalamicradiationR",13.9659536350191,13.8081288811427,0.000203047792796209,0.170560145948815,53327.7156709667,53374.7378340817
"BRIA.BRIA.v_extra_SagittalstratumR","BRIA.BRIA.v_extra_SagittalstratumR",17.0145079415961,16.8249430287661,4.11643547101985e-05,0.0345780579565668,53324.7005189865,53371.7226821015
"BRIA.BRIA.v_extra_ExternalcapsuleR","BRIA.BRIA.v_extra_ExternalcapsuleR",2.32372886515805,2.29605650969343,0.129719822197531,108.964650645926,53339.225866487,53386.248029602
"BRIA.BRIA.v_extra_CingulumcingulategyrusR","BRIA.BRIA.v_extra_CingulumcingulategyrusR",100.962663593749,100.282761402437,1.51454955603054e-23,1.27222162706565e-20,53241.4807131914,53288.5028763064
"BRIA.BRIA.v_extra_CingulumhippocampusR","BRIA.BRIA.v_extra_CingulumhippocampusR",14.3283007132122,14.1666524638848,0.00016782080937191,0.140969479872405,53327.3573194821,53374.3794825971
"BRIA.BRIA.v_extra_Fornix_StriaterminalisR","BRIA.BRIA.v_extra_Fornix_StriaterminalisR",2.57686415262651,2.54621135083023,0.110575978266026,92.8838217434619,53338.9756771688,53385.9978402838
"BRIA.BRIA.v_extra_SuperiorlongitudinalfasciculusR","BRIA.BRIA.v_extra_SuperiorlongitudinalfasciculusR",6.36392148851883,6.2894781319296,0.0121540782587115,10.2094257373176,53335.232293926,53382.254457041
"BRIA.BRIA.v_extra_SuperiorfrontooccipitalfasciculusR","BRIA.BRIA.v_extra_SuperiorfrontooccipitalfasciculusR",4.52242137556095,4.46908462735718,0.0345266723865405,29.002404804694,53337.0526505383,53384.0748136534
"BRIA.BRIA.v_extra_UncinatefasciculusR","BRIA.BRIA.v_extra_UncinatefasciculusR",0.0123902409068251,0.0122411962082833,0.911903061536188,765.998571690398,53341.510151239,53388.532314354
"BRIA.BRIA.v_extra_TapetumR","BRIA.BRIA.v_extra_TapetumR",292.443405408496,293.457251782974,2.76209421374544e-65,2.32015913954617e-62,53050.2650291888,53097.2871923038
"BRIA.BRIA.v_extra_CINGR","BRIA.BRIA.v_extra_CINGR",10.2096559254205,10.0922765072509,0.00149133896471878,1.25272473036378,53331.4301438327,53378.4523069477
"BRIA.BRIA.v_csf_ATRR","BRIA.BRIA.v_csf_ATRR",66.4505335502545,65.8823293094698,5.08064667776455e-16,4.26774320932222e-13,53275.7382184151,53322.7603815301
"BRIA.BRIA.v_csf_CSTR","BRIA.BRIA.v_csf_CSTR",23.2944152219825,23.0425318821247,1.59680800800764e-06,0.00134131872672642,53318.4878877443,53365.5100508593
"BRIA.BRIA.v_csf_CGR","BRIA.BRIA.v_csf_CGR",703.068444867891,721.393891264913,5.97580627874198e-156,5.01967727414326e-153,52633.4998389916,52680.5220021066
"BRIA.BRIA.v_csf_IFOFR","BRIA.BRIA.v_csf_IFOFR",69.3634671017644,68.7809724066605,1.17405043442329e-16,9.86202364915565e-14,53272.8491979165,53319.8713610315
"BRIA.BRIA.v_csf_ILFR","BRIA.BRIA.v_csf_ILFR",188.388580638912,187.992495980527,1.40098822331338e-42,1.17683010758324e-39,53154.4181262785,53201.4402893935
"BRIA.BRIA.v_csf_SLFR","BRIA.BRIA.v_csf_SLFR",250.923620054447,251.234043248676,3.24600293210159e-56,2.72664246296534e-53,53091.8935556911,53138.9157188061
"BRIA.BRIA.v_csf_UFR","BRIA.BRIA.v_csf_UFR",14.8114020723187,14.6446774828906,0.000130222828530901,0.109387175965957,53326.879534598,53373.901697713
"BRIA.BRIA.v_csf_SLTFR","BRIA.BRIA.v_csf_SLTFR",156.086839173349,155.490772714918,1.51451394759704e-35,1.27219171598152e-32,53186.6328247882,53233.6549879033
"BRIA.BRIA.v_csf_CorticospinaltractR","BRIA.BRIA.v_csf_CorticospinaltractR",12.9386238773441,12.7917141788532,0.0003490361296914,0.293190348940776,53328.7316350749,53375.7537981899
"BRIA.BRIA.v_csf_MediallemniscusR","BRIA.BRIA.v_csf_MediallemniscusR",3.25361246470857,3.21502438998813,0.0729812508708205,61.3042507314892,53338.3067883771,53385.3289514921
"BRIA.BRIA.v_csf_InferiorcerebellarpeduncleR","BRIA.BRIA.v_csf_InferiorcerebellarpeduncleR",224.616566960241,224.578271004519,1.78133866559339e-50,1.49632447909844e-47,53118.22166435,53165.243827465
"BRIA.BRIA.v_csf_SuperiorcerebellarpeduncleR","BRIA.BRIA.v_csf_SuperiorcerebellarpeduncleR",38.5493056382184,38.1632515939341,6.6410196332009e-10,5.57845649188876e-07,53303.3878258234,53350.4099889384
"BRIA.BRIA.v_csf_CerebralpeduncleR","BRIA.BRIA.v_csf_CerebralpeduncleR",20.9750811626036,20.745732848038,5.27793295916032e-06,0.00443346368569467,53320.7826152076,53367.8047783227
"BRIA.BRIA.v_csf_AnteriorlimbofinternalcapsuleR","BRIA.BRIA.v_csf_AnteriorlimbofinternalcapsuleR",138.721755358572,138.064345453576,9.12405077907586e-32,7.66420265442372e-29,53203.9282230798,53250.9503861948
"BRIA.BRIA.v_csf_.PosteriorlimbofinternalcapsuleR","BRIA.BRIA.v_csf_.PosteriorlimbofinternalcapsuleR",0.669918342435267,0.661882742085452,0.415906403955913,349.361379322967,53340.8603477825,53387.8825108976
"BRIA.BRIA.v_csf_RetrolenticularpartofinternalcapsuleR","BRIA.BRIA.v_csf_RetrolenticularpartofinternalcapsuleR",149.452346245678,148.829040203791,4.2120231395719e-34,3.5380994372404e-31,53193.2425807167,53240.2647438317
"BRIA.BRIA.v_csf_AnteriorcoronaradiataR","BRIA.BRIA.v_csf_AnteriorcoronaradiataR",75.751760766223,75.1410608717864,4.73448140409522e-18,3.97696437943998e-15,53266.5117854397,53313.5339485547
"BRIA.BRIA.v_csf_SuperiorcoronaradiataR","BRIA.BRIA.v_csf_SuperiorcoronaradiataR",128.729190652106,128.051067492426,1.36516542857508e-29,1.14673896000307e-26,53213.8734472742,53260.8956103892
"BRIA.BRIA.v_csf_PosteriorcoronaradiataR","BRIA.BRIA.v_csf_PosteriorcoronaradiataR",101.745026277473,101.064053284584,1.02303825576338e-23,8.59352134841237e-21,53240.7033952674,53287.7255583824
"BRIA.BRIA.v_csf_PosteriorthalamicradiationR","BRIA.BRIA.v_csf_PosteriorthalamicradiationR",18.3591787702935,18.1559227644106,2.04530637700004e-05,0.0171805735668004,53323.3704270041,53370.3925901191
"BRIA.BRIA.v_csf_SagittalstratumR","BRIA.BRIA.v_csf_SagittalstratumR",35.2001280530167,34.8414398711294,3.63855056469496e-09,3.05638247434377e-06,53306.7040551565,53353.7262182715
"BRIA.BRIA.v_csf_ExternalcapsuleR","BRIA.BRIA.v_csf_ExternalcapsuleR",402.246799426324,406.032586175812,2.37421318933433e-89,1.99433907904084e-86,52939.725697134,52986.747860249
"BRIA.BRIA.v_csf_CingulumcingulategyrusR","BRIA.BRIA.v_csf_CingulumcingulategyrusR",54.3718730473374,53.872467798605,2.2269511772824e-13,1.87063898891722e-10,53287.7129652905,53334.7351284055
"BRIA.BRIA.v_csf_CingulumhippocampusR","BRIA.BRIA.v_csf_CingulumhippocampusR",224.654733298692,224.616888975879,1.74752587729738e-50,1.4679217369298e-47,53118.1834942815,53165.2056573966
"BRIA.BRIA.v_csf_Fornix_StriaterminalisR","BRIA.BRIA.v_csf_Fornix_StriaterminalisR",842.93622699636,871.593157572508,2.84063877460804e-187,2.38613657067075e-184,52489.3946434265,52536.4168065415
"BRIA.BRIA.v_csf_SuperiorlongitudinalfasciculusR","BRIA.BRIA.v_csf_SuperiorlongitudinalfasciculusR",189.412341282456,189.02442589165,8.38348255881516e-43,7.04212534940473e-40,53153.3962171521,53200.4183802671
"BRIA.BRIA.v_csf_SuperiorfrontooccipitalfasciculusR","BRIA.BRIA.v_csf_SuperiorfrontooccipitalfasciculusR",134.596023155955,133.928771142006,7.21436295824949e-31,6.06006488492957e-28,53208.0350499364,53255.0572130514
"BRIA.BRIA.v_csf_UncinatefasciculusR","BRIA.BRIA.v_csf_UncinatefasciculusR",53.7385591294806,53.243185096262,3.06495676507033e-13,2.57456368265908e-10,53288.3406193983,53335.3627825133
"BRIA.BRIA.v_csf_TapetumR","BRIA.BRIA.v_csf_TapetumR",22.7640651053734,22.5172850573784,2.09799912166712e-06,0.00176231926220038,53319.0126360132,53366.0347991282
"BRIA.BRIA.v_csf_CINGR","BRIA.BRIA.v_csf_CINGR",26.9009387310325,26.6151330314465,2.50826109451904e-07,0.000210693931939599,53314.919068006,53361.941231121
"BRIA.BRIA.micro_Rd_ATRR","BRIA.BRIA.micro_Rd_ATRR",187.306555021747,186.90195865452,2.41062838023689e-42,2.02492783939899e-39,53155.4981343498,53202.5202974648
"BRIA.BRIA.micro_Rd_CSTR","BRIA.BRIA.micro_Rd_CSTR",107.51604761475,106.829181768149,5.66459027189425e-25,4.75825582839117e-22,53234.9685884092,53281.9907515242
"BRIA.BRIA.micro_Rd_CGR","BRIA.BRIA.micro_Rd_CGR",1118.62552103212,1174.55111889292,1.03585266768611e-249,8.70116240856334e-247,52202.0620902506,52249.0842533656
"BRIA.BRIA.micro_Rd_IFOFR","BRIA.BRIA.micro_Rd_IFOFR",99.4252578691994,98.7476489571701,3.27441011081404e-23,2.75050449308379e-20,53243.0081115003,53290.0302746153
"BRIA.BRIA.micro_Rd_ILFR","BRIA.BRIA.micro_Rd_ILFR",136.743956825587,136.081602293082,2.45854058542406e-31,2.06517409175621e-28,53205.8970712102,53252.9192343252
"BRIA.BRIA.micro_Rd_SLFR","BRIA.BRIA.micro_Rd_SLFR",218.930585892656,218.826765556182,3.09429365398051e-49,2.59920666934363e-46,53123.9073315187,53170.9294946337
"BRIA.BRIA.micro_Rd_UFR","BRIA.BRIA.micro_Rd_UFR",204.376035842404,204.12039861275,4.60377572016615e-46,3.86717160493956e-43,53138.4532129228,53185.4753760379
"BRIA.BRIA.micro_Rd_SLTFR","BRIA.BRIA.micro_Rd_SLTFR",9.41301081514757,9.30439871384264,0.00228924165204682,1.92296298771933,53332.2178238712,53379.2399869862
"BRIA.BRIA.micro_Rd_CorticospinaltractR","BRIA.BRIA.micro_Rd_CorticospinaltractR",7.09494814972641,7.01222423693933,0.00810229492506516,6.80592773705474,53334.5096115721,53381.5317746871
"BRIA.BRIA.micro_Rd_MediallemniscusR","BRIA.BRIA.micro_Rd_MediallemniscusR",0.562578278117144,0.55582705987348,0.455955853043691,383.002916556701,53340.966428356,53387.988591471
"BRIA.BRIA.micro_Rd_InferiorcerebellarpeduncleR","BRIA.BRIA.micro_Rd_InferiorcerebellarpeduncleR",306.736643239004,308.036189873342,2.06658752220351e-68,1.73593351865094e-65,53035.9129042078,53082.9350673228
"BRIA.BRIA.micro_Rd_SuperiorcerebellarpeduncleR","BRIA.BRIA.micro_Rd_SuperiorcerebellarpeduncleR",14.5795032170427,14.4152123318432,0.000147075996281506,0.123543836876465,53327.1088829553,53374.1310460703
"BRIA.BRIA.micro_Rd_CerebralpeduncleR","BRIA.BRIA.micro_Rd_CerebralpeduncleR",17.1106345277403,16.9200845997214,3.9153566271404e-05,0.0328889956679793,53324.6054377369,53371.6276008519
"BRIA.BRIA.micro_Rd_AnteriorlimbofinternalcapsuleR","BRIA.BRIA.micro_Rd_AnteriorlimbofinternalcapsuleR",432.290266428237,437.067271500286,5.87969092966777e-96,4.93894038092093e-93,52909.366756555,52956.38891967
"BRIA.BRIA.micro_Rd_.PosteriorlimbofinternalcapsuleR","BRIA.BRIA.micro_Rd_.PosteriorlimbofinternalcapsuleR",98.3524225707333,97.6765623885385,5.60805030080373e-23,4.71076225267513e-20,53244.0738895613,53291.0960526763
"BRIA.BRIA.micro_Rd_RetrolenticularpartofinternalcapsuleR","BRIA.BRIA.micro_Rd_RetrolenticularpartofinternalcapsuleR",261.362796416532,261.832411135776,1.707220079897e-58,1.43406486711348e-55,53081.4357499746,53128.4579130896
"BRIA.BRIA.micro_Rd_AnteriorcoronaradiataR","BRIA.BRIA.micro_Rd_AnteriorcoronaradiataR",313.044217391704,314.476959549649,8.61299341462448e-70,7.23491446828457e-67,53029.5758411718,53076.5980042868
"BRIA.BRIA.micro_Rd_SuperiorcoronaradiataR","BRIA.BRIA.micro_Rd_SuperiorcoronaradiataR",290.836941167086,291.820073982917,6.20097549034418e-65,5.20881941188911e-62,53051.877424094,53098.899587209
"BRIA.BRIA.micro_Rd_PosteriorcoronaradiataR","BRIA.BRIA.micro_Rd_PosteriorcoronaradiataR",265.078746179213,265.607887065091,2.63516954605977e-59,2.21354241869021e-56,53077.711758042,53124.733921157
"BRIA.BRIA.micro_Rd_PosteriorthalamicradiationR","BRIA.BRIA.micro_Rd_PosteriorthalamicradiationR",101.048338382327,100.368315765367,1.45085501899176e-23,1.21871821595308e-20,53241.3955924174,53288.4177555324
"BRIA.BRIA.micro_Rd_SagittalstratumR","BRIA.BRIA.micro_Rd_SagittalstratumR",40.8402620671259,40.4361670262294,2.07848389019113e-10,1.74592646776055e-07,53301.1190686501,53348.1412317651
"BRIA.BRIA.micro_Rd_ExternalcapsuleR","BRIA.BRIA.micro_Rd_ExternalcapsuleR",667.645113983366,683.718967797545,4.7044093317537e-148,3.95170383867311e-145,52669.8209213143,52716.8430844293
"BRIA.BRIA.micro_Rd_CingulumcingulategyrusR","BRIA.BRIA.micro_Rd_CingulumcingulategyrusR",0.570964242004266,0.564112637855209,0.452617374771863,380.198594808365,53340.9581408118,53387.9803039268
"BRIA.BRIA.micro_Rd_CingulumhippocampusR","BRIA.BRIA.micro_Rd_CingulumhippocampusR",170.448214510787,169.927245826481,1.13130088551204e-38,9.50292743830117e-36,53172.3169951592,53219.3391582743
"BRIA.BRIA.micro_Rd_Fornix_StriaterminalisR","BRIA.BRIA.micro_Rd_Fornix_StriaterminalisR",1091.09930529533,1143.88161952631,1.95852499030962e-243,1.64516099186008e-240,52230.9498934862,52277.9720566012
"BRIA.BRIA.micro_Rd_SuperiorlongitudinalfasciculusR","BRIA.BRIA.micro_Rd_SuperiorlongitudinalfasciculusR",108.544752387079,107.857207250526,3.38203722914777e-25,2.84091127248413e-22,53233.9461544174,53280.9683175324
"BRIA.BRIA.micro_Rd_SuperiorfrontooccipitalfasciculusR","BRIA.BRIA.micro_Rd_SuperiorfrontooccipitalfasciculusR",743.869243275356,764.969898569481,4.60558036161055e-165,3.86868750375287e-162,52591.5774599941,52638.5996231091
"BRIA.BRIA.micro_Rd_UncinatefasciculusR","BRIA.BRIA.micro_Rd_UncinatefasciculusR",42.2393421998422,41.8245006604028,1.02315246951319e-10,8.59448074391076e-08,53299.7334102478,53346.7555733628
"BRIA.BRIA.micro_Rd_TapetumR","BRIA.BRIA.micro_Rd_TapetumR",90.5975075604656,89.937914507407,2.74362742790958e-21,2.30464703944405e-18,53251.775987267,53298.798150382
"BRIA.BRIA.micro_Rd_CINGR","BRIA.BRIA.micro_Rd_CINGR",63.495979543819,62.9431839710606,2.2467064810627e-15,1.88723344409267e-12,53278.6680621622,53325.6902252772
"BRIA.BRIA.micro_FA_ATRR","BRIA.BRIA.micro_FA_ATRR",197.877906860369,197.561864992133,1.19978380501381e-44,1.0078183962116e-41,53144.9438226827,53191.9659857977
"BRIA.BRIA.micro_FA_CSTR","BRIA.BRIA.micro_FA_CSTR",106.039685380438,105.353990699323,1.18752824641738e-24,9.97523726990596e-22,53236.4358534262,53283.4580165412
"BRIA.BRIA.micro_FA_CGR","BRIA.BRIA.micro_FA_CGR",918.426576964113,953.628601585929,2.81556801133266e-204,2.36507712951944e-201,52411.1536903801,52458.1758534951
"BRIA.BRIA.micro_FA_IFOFR","BRIA.BRIA.micro_FA_IFOFR",338.099749649831,340.104726943322,2.81330110938494e-75,2.36317293188335e-72,53004.3819567439,53051.4041198589
"BRIA.BRIA.micro_FA_ILFR","BRIA.BRIA.micro_FA_ILFR",62.5908430386517,62.0429520886219,3.54326152087587e-15,2.97633967753573e-12,53279.5655368271,53326.5876999421
"BRIA.BRIA.micro_FA_SLFR","BRIA.BRIA.micro_FA_SLFR",277.825198075418,278.569951692788,4.32868399827048e-62,3.63609455854721e-59,53064.9320862381,53111.9542493531
"BRIA.BRIA.micro_FA_UFR","BRIA.BRIA.micro_FA_UFR",91.7582951838885,91.0958618772727,1.53244332785971e-21,1.28725239540216e-18,53250.6233072691,53297.6454703841
"BRIA.BRIA.micro_FA_SLTFR","BRIA.BRIA.micro_FA_SLTFR",46.0244096140159,45.5815252754424,1.50712758455494e-11,1.26598717102615e-08,53295.9841396049,53343.0063027199
"BRIA.BRIA.micro_FA_CorticospinaltractR","BRIA.BRIA.micro_FA_CorticospinaltractR",2.90601130350478,2.87149308547323,0.0901778323634856,75.7493791853279,53338.6503556051,53385.6725187201
"BRIA.BRIA.micro_FA_MediallemniscusR","BRIA.BRIA.micro_FA_MediallemniscusR",14.8784259706372,14.710999034569,0.000125724222344024,0.105608346768981,53326.8132473264,53373.8354104414
"BRIA.BRIA.micro_FA_InferiorcerebellarpeduncleR","BRIA.BRIA.micro_FA_InferiorcerebellarpeduncleR",310.849252216223,312.235148941207,2.60289199632267e-69,2.18642927691105e-66,53031.7813116012,53078.8034747162
"BRIA.BRIA.micro_FA_SuperiorcerebellarpeduncleR","BRIA.BRIA.micro_FA_SuperiorcerebellarpeduncleR",13.1898752486813,13.0402858888183,0.000305658739114002,0.256753340855762,53328.483168466,53375.505331581
