"","metrics_list..df..","Deviance","F.stat","p","p_adj","AICf","BICf"
"BRIA.BRIA.v_intra_AnteriorlimbofinternalcapsuleR","BRIA.BRIA.v_intra_AnteriorlimbofinternalcapsuleR",134.581842504806,42.9312197781918,1.26306590027828e-28,1.06097535623375e-25,53212.0109866174,53274.557605302
"BRIA.BRIA.v_intra_.PosteriorlimbofinternalcapsuleR","BRIA.BRIA.v_intra_.PosteriorlimbofinternalcapsuleR",77.5507305394785,25.328430070022,1.6184091650525e-16,1.3594636986441e-13,53268.7244203745,53331.4114830395
"BRIA.BRIA.v_intra_RetrolenticularpartofinternalcapsuleR","BRIA.BRIA.v_intra_RetrolenticularpartofinternalcapsuleR",102.516597067934,32.9331261428318,8.62010963310094e-22,7.24089209180479e-19,53243.9208007732,53306.5544503637
"BRIA.BRIA.v_intra_AnteriorcoronaradiataR","BRIA.BRIA.v_intra_AnteriorcoronaradiataR",93.528993689808,29.5566154194187,7.81095667294015e-20,6.56120360526972e-17,53252.7912261424,53315.1989883017
"BRIA.BRIA.v_intra_SuperiorcoronaradiataR","BRIA.BRIA.v_intra_SuperiorcoronaradiataR",334.416887428833,110.885222413343,6.61892805635028e-72,5.55989956733423e-69,53011.8367382699,53073.5511964497
"BRIA.BRIA.v_intra_PosteriorcoronaradiataR","BRIA.BRIA.v_intra_PosteriorcoronaradiataR",626.706799823642,208.573947285639,4.71150632300317e-136,3.95766531132266e-133,52715.699821628,52778.359552691
"BRIA.BRIA.v_intra_PosteriorthalamicradiationR","BRIA.BRIA.v_intra_PosteriorthalamicradiationR",312.767409947955,101.867761004794,3.85818078572615e-67,3.24087186000997e-64,53033.8410500366,53096.4865708874
"BRIA.BRIA.v_intra_SagittalstratumR","BRIA.BRIA.v_intra_SagittalstratumR",70.9323997462852,22.1291193634144,5.27236254506078e-15,4.42878453785106e-12,53275.1485896096,53337.2790888219
"BRIA.BRIA.v_intra_ExternalcapsuleR","BRIA.BRIA.v_intra_ExternalcapsuleR",21.8201775355374,6.86988920569931,9.50012182462823e-05,0.0798010233268771,53323.7027830653,53385.4439245187
"BRIA.BRIA.v_intra_CingulumcingulategyrusR","BRIA.BRIA.v_intra_CingulumcingulategyrusR",64.4833151921703,21.023606243935,9.65521091021926e-14,8.11037716458418e-11,53281.6865475993,53344.3730178843
"BRIA.BRIA.v_intra_CingulumhippocampusR","BRIA.BRIA.v_intra_CingulumhippocampusR",174.176805862899,54.6237202763066,4.53497038818446e-37,3.80937512607495e-34,53172.453208731,53234.5803462449
"BRIA.BRIA.v_intra_Fornix_StriaterminalisR","BRIA.BRIA.v_intra_Fornix_StriaterminalisR",76.4962766536992,23.7522744549857,3.58813124976299e-16,3.01403024980091e-13,53269.5780503177,53331.5101205588
"BRIA.BRIA.v_intra_SuperiorlongitudinalfasciculusR","BRIA.BRIA.v_intra_SuperiorlongitudinalfasciculusR",48.2124670019221,15.2125449082446,3.08323071958447e-10,2.58991380445096e-07,53297.7484966654,53360.1785054408
"BRIA.BRIA.v_intra_SuperiorfrontooccipitalfasciculusR","BRIA.BRIA.v_intra_SuperiorfrontooccipitalfasciculusR",379.399669755774,124.64820299733,1.13355187571598e-81,9.52183575601424e-79,52966.7708073299,53029.431739673
"BRIA.BRIA.v_intra_UncinatefasciculusR","BRIA.BRIA.v_intra_UncinatefasciculusR",63.9190084873699,20.1651570861268,1.51046365245413e-13,1.26878946806147e-10,53281.8204885444,53342.8391480822
"BRIA.BRIA.v_intra_TapetumR","BRIA.BRIA.v_intra_TapetumR",1156.43812927481,398.420166155996,3.43849542328832e-255,2.88833615556219e-252,52166.3012351189,52228.9778634577
"BRIA.BRIA.v_intra_CINGR","BRIA.BRIA.v_intra_CINGR",60.5897997480424,18.8708732693034,8.16212396889658e-13,6.85618413387312e-10,53285.3606422812,53347.3168619074
"BRIA.BRIA.v_extra_ATRR","BRIA.BRIA.v_extra_ATRR",3.11960354185067,1.17723907701386,0.314610722314296,264.273006744009,53340.8514245954,53397.3257546092
"BRIA.BRIA.v_extra_CSTR","BRIA.BRIA.v_extra_CSTR",373.331626312734,119.317258284229,2.9704133079183e-80,2.49514717865137e-77,52972.8431506912,53035.3242085782
"BRIA.BRIA.v_extra_CGR","BRIA.BRIA.v_extra_CGR",60.9046651712742,18.8015156597571,7.33935320850235e-13,6.16505669514197e-10,53284.913841065,53346.3424757141
"BRIA.BRIA.v_extra_IFOFR","BRIA.BRIA.v_extra_IFOFR",25.6260977516722,25.1491022596116,4.91024829154335e-07,0.000412460856489641,53316.1914261389,53363.2557798376
"BRIA.BRIA.v_extra_ILFR","BRIA.BRIA.v_extra_ILFR",1.55861064931378,0.826350720472922,0.430308096553936,361.458801105306,53341.182775779,53392.9099600655
"BRIA.BRIA.v_extra_SLFR","BRIA.BRIA.v_extra_SLFR",2.57557275911313,2.38275627983491,0.12076716360167,101.444417425403,53339.0680013394,53386.4469364876
"BRIA.BRIA.v_extra_UFR","BRIA.BRIA.v_extra_UFR",146.221352127068,45.9579651681952,4.46550233381646e-31,3.75102196040583e-28,53200.392052795,53262.819342585
"BRIA.BRIA.v_extra_SLTFR","BRIA.BRIA.v_extra_SLTFR",295.487056398608,94.0125507781124,2.59692319424626e-63,2.18141548316686e-60,53051.0389204602,53113.0656977389
"BRIA.BRIA.v_extra_CorticospinaltractR","BRIA.BRIA.v_extra_CorticospinaltractR",1.10890239046785,1.08646861172949,0.297845847658854,250.190512033438,53340.4377508565,53387.50396784
"BRIA.BRIA.v_extra_MediallemniscusR","BRIA.BRIA.v_extra_MediallemniscusR",15.609966881133,5.23238049167249,0.00140729530871538,1.18212805932092,53329.1170198065,53388.0016546517
"BRIA.BRIA.v_extra_InferiorcerebellarpeduncleR","BRIA.BRIA.v_extra_InferiorcerebellarpeduncleR",60.024042484456,18.8350026275843,1.03277173288798e-12,8.67528255625902e-10,53285.6927697519,53346.7525924709
"BRIA.BRIA.v_extra_SuperiorcerebellarpeduncleR","BRIA.BRIA.v_extra_SuperiorcerebellarpeduncleR",113.734014642654,109.382034245585,2.77190949303636e-26,2.32840397415054e-23,53228.832380098,53276.0297282558
"BRIA.BRIA.v_extra_CerebralpeduncleR","BRIA.BRIA.v_extra_CerebralpeduncleR",383.965163687339,122.095157332752,1.48285223716919e-82,1.24559587922212e-79,52961.8891476369,53023.4643602978
"BRIA.BRIA.v_extra_AnteriorlimbofinternalcapsuleR","BRIA.BRIA.v_extra_AnteriorlimbofinternalcapsuleR",15.9799195603882,4.97539805420178,0.00150428413451545,1.26359867299297,53329.2559457025,53390.1187675992
"BRIA.BRIA.v_extra_.PosteriorlimbofinternalcapsuleR","BRIA.BRIA.v_extra_.PosteriorlimbofinternalcapsuleR",176.308708871769,56.4298855884442,1.37318822041675e-37,1.15347810515007e-34,53170.347882497,53232.5579827678
"BRIA.BRIA.v_extra_RetrolenticularpartofinternalcapsuleR","BRIA.BRIA.v_extra_RetrolenticularpartofinternalcapsuleR",25.0460368466483,7.83856471115901,2.12238184248334e-05,0.01782800747686,53320.3834525731,53381.6250763861
"BRIA.BRIA.v_extra_AnteriorcoronaradiataR","BRIA.BRIA.v_extra_AnteriorcoronaradiataR",159.982194387369,50.7279762046739,4.70722503219952e-34,3.9540690270476e-31,53186.6629022148,53249.014277428
"BRIA.BRIA.v_extra_SuperiorcoronaradiataR","BRIA.BRIA.v_extra_SuperiorcoronaradiataR",1.60813315711857,1.57471970724953,0.209673246589413,176.125527135107,53339.9451466004,53387.0144515734
"BRIA.BRIA.v_extra_PosteriorcoronaradiataR","BRIA.BRIA.v_extra_PosteriorcoronaradiataR",10.8050081487963,10.4723514913807,0.00112576793346225,0.945645064108293,53330.8680762985,53377.9944974267
"BRIA.BRIA.v_extra_PosteriorthalamicradiationR","BRIA.BRIA.v_extra_PosteriorthalamicradiationR",13.9825525645538,13.1451570309934,0.0002229488516193,0.187277035360212,53327.7683006063,53375.0610189935
"BRIA.BRIA.v_extra_SagittalstratumR","BRIA.BRIA.v_extra_SagittalstratumR",17.0211367209522,16.6684367169413,4.18705497735069e-05,0.0351712618097458,53324.7070112247,53371.7803066979
"BRIA.BRIA.v_extra_ExternalcapsuleR","BRIA.BRIA.v_extra_ExternalcapsuleR",9.80548426771566,3.0391429946032,0.0250958748372929,21.080534863326,53335.4906285323,53396.8579105725
"BRIA.BRIA.v_extra_CingulumcingulategyrusR","BRIA.BRIA.v_extra_CingulumcingulategyrusR",117.071444663652,36.7952187568248,7.706822754684e-25,6.47373111393456e-22,53229.2028916073,53290.8552309431
"BRIA.BRIA.v_extra_CingulumhippocampusR","BRIA.BRIA.v_extra_CingulumhippocampusR",14.3336855543384,13.9167609568355,0.000173626934721108,0.145846625165731,53327.3764646148,53374.4945162928
"BRIA.BRIA.v_extra_Fornix_StriaterminalisR","BRIA.BRIA.v_extra_Fornix_StriaterminalisR",7.79278095926929,2.53883425509386,0.0540010498757682,45.3608818956452,53336.9925058335,53396.4472806464
"BRIA.BRIA.v_extra_SuperiorlongitudinalfasciculusR","BRIA.BRIA.v_extra_SuperiorlongitudinalfasciculusR",16.8359151519871,5.25305237638592,0.00100564117869241,0.844738590101625,53328.6147634166,53390.2827435204
"BRIA.BRIA.v_extra_SuperiorfrontooccipitalfasciculusR","BRIA.BRIA.v_extra_SuperiorfrontooccipitalfasciculusR",23.9692334914944,7.49797366869428,3.53689125118506e-05,0.0297098865099545,53321.7489963074,53384.1662951967
"BRIA.BRIA.v_extra_UncinatefasciculusR","BRIA.BRIA.v_extra_UncinatefasciculusR",0.0143103531809174,0.0139652931280601,0.908234317833161,762.916826979855,53341.5247699773,53388.6116522827
"BRIA.BRIA.v_extra_TapetumR","BRIA.BRIA.v_extra_TapetumR",311.50170571914,100.454638476805,7.83777168388153e-67,6.58372821446048e-64,53035.0916803481,53097.6543462321
"BRIA.BRIA.v_extra_CINGR","BRIA.BRIA.v_extra_CINGR",17.2978620245703,5.39636094311596,0.000812199983152367,0.682247985847988,53327.9262951227,53388.6869637939
"BRIA.BRIA.v_csf_ATRR","BRIA.BRIA.v_csf_ATRR",84.2117370058731,26.7863157197946,7.21098093064502e-18,6.05722398174182e-15,53262.0825808103,53324.6482894429
"BRIA.BRIA.v_csf_CSTR","BRIA.BRIA.v_csf_CSTR",25.426692428493,9.68184494586721,8.4500765513417e-06,0.00709806430312702,53318.7129099702,53374.8845110627
"BRIA.BRIA.v_csf_CGR","BRIA.BRIA.v_csf_CGR",722.019254211991,237.324467119664,3.74464114075185e-157,3.14549855823155e-154,52618.0076005827,52680.5777750539
"BRIA.BRIA.v_csf_IFOFR","BRIA.BRIA.v_csf_IFOFR",76.1464360957834,23.6273298176447,4.27206771297638e-16,3.58853687890016e-13,53269.8347920693,53331.4127005233
"BRIA.BRIA.v_csf_ILFR","BRIA.BRIA.v_csf_ILFR",212.328990903374,68.6045343917946,2.25043579352265e-45,1.89036606655903e-42,53134.4901581613,53197.1227485034
"BRIA.BRIA.v_csf_SLFR","BRIA.BRIA.v_csf_SLFR",289.570759736562,95.6464729370451,3.75207926927005e-62,3.15174658618685e-59,53056.7523215922,53117.8973544681
"BRIA.BRIA.v_csf_UFR","BRIA.BRIA.v_csf_UFR",22.8870662383779,7.2321790178555,5.6691170316597e-05,0.0476205830659414,53322.4153784353,53383.2481195078
"BRIA.BRIA.v_csf_SLTFR","BRIA.BRIA.v_csf_SLTFR",282.614085072983,93.4767040432679,1.19989382812919e-60,1.00791081562852e-57,53064.0643175253,53126.5091833897
"BRIA.BRIA.v_csf_CorticospinaltractR","BRIA.BRIA.v_csf_CorticospinaltractR",16.6604344654188,5.58111483160174,0.000862556092315711,0.724547117545198,53328.148442465,53387.3090030458
"BRIA.BRIA.v_csf_MediallemniscusR","BRIA.BRIA.v_csf_MediallemniscusR",5.60179086667631,2.22973779289408,0.0947526302390936,79.5922094008386,53338.1850271859,53393.8253014429
"BRIA.BRIA.v_csf_InferiorcerebellarpeduncleR","BRIA.BRIA.v_csf_InferiorcerebellarpeduncleR",252.633119342976,81.5228736181836,4.47521809221995e-54,3.75918319746476e-51,53094.1579481155,53156.7622463779
"BRIA.BRIA.v_csf_SuperiorcerebellarpeduncleR","BRIA.BRIA.v_csf_SuperiorcerebellarpeduncleR",48.2626287523453,15.0702495309041,3.16700583828413e-10,2.66028490415867e-07,53297.653451763,53359.9057686819
"BRIA.BRIA.v_csf_CerebralpeduncleR","BRIA.BRIA.v_csf_CerebralpeduncleR",20.9755500261163,20.5376586365106,5.39516332402164e-06,0.00453193719217818,53320.7956955212,53367.8709316676
"BRIA.BRIA.v_csf_AnteriorlimbofinternalcapsuleR","BRIA.BRIA.v_csf_AnteriorlimbofinternalcapsuleR",151.003761636173,47.4954968573922,4.19303877359033e-32,3.52215256981588e-29,53195.615770051,53257.9930639818
"BRIA.BRIA.v_csf_.PosteriorlimbofinternalcapsuleR","BRIA.BRIA.v_csf_.PosteriorlimbofinternalcapsuleR",11.9830420682083,3.75471783854629,0.00917680624411723,7.70851724505847,53333.3053928975,53394.5470479662
"BRIA.BRIA.v_csf_RetrolenticularpartofinternalcapsuleR","BRIA.BRIA.v_csf_RetrolenticularpartofinternalcapsuleR",155.353710689182,48.4364167253019,5.18672781537036e-33,4.3568513649111e-30,53191.0848529587,53252.6898366823
"BRIA.BRIA.v_csf_AnteriorcoronaradiataR","BRIA.BRIA.v_csf_AnteriorcoronaradiataR",75.7645907443075,72.9361800666034,5.12020937020484e-18,4.30097587097206e-15,53266.5396469397,53313.7208682041
"BRIA.BRIA.v_csf_SuperiorcoronaradiataR","BRIA.BRIA.v_csf_SuperiorcoronaradiataR",139.088639915852,44.4646875503505,1.34751884802162e-29,1.13191583233816e-26,53207.1130005863,53268.0459830691
"BRIA.BRIA.v_csf_PosteriorcoronaradiataR","BRIA.BRIA.v_csf_PosteriorcoronaradiataR",142.709073798917,46.4890916029245,2.00255243430393e-30,1.6821440448153e-27,53203.9530123781,53266.6284352337
"BRIA.BRIA.v_csf_PosteriorthalamicradiationR","BRIA.BRIA.v_csf_PosteriorthalamicradiationR",25.3590120713852,8.13945779685133,1.65763457061339e-05,0.0139241303931525,53319.8375527435,53380.1536438897
"BRIA.BRIA.v_csf_SagittalstratumR","BRIA.BRIA.v_csf_SagittalstratumR",35.2086590074359,34.018231222109,3.84377264101253e-09,3.22876901845052e-06,53306.7282383159,53353.8782603441
"BRIA.BRIA.v_csf_ExternalcapsuleR","BRIA.BRIA.v_csf_ExternalcapsuleR",455.239625440292,151.287447305104,2.72405452716903e-98,2.28820580282199e-95,52890.1399616512,52952.8235222596
"BRIA.BRIA.v_csf_CingulumcingulategyrusR","BRIA.BRIA.v_csf_CingulumcingulategyrusR",55.9941088173364,23.1523725089105,1.97493600746706e-12,1.65894624627233e-09,53288.1111708098,53342.9940277389
"BRIA.BRIA.v_csf_CingulumhippocampusR","BRIA.BRIA.v_csf_CingulumhippocampusR",244.535733103261,78.8127454324752,2.5451520852605e-52,2.13792775161882e-49,53102.2665973495,53164.8712630455
"BRIA.BRIA.v_csf_Fornix_StriaterminalisR","BRIA.BRIA.v_csf_Fornix_StriaterminalisR",855.099385392281,281.638475965313,7.04064993600138e-187,5.91414594624116e-184,52480.7521126055,52543.2199764662
"BRIA.BRIA.v_csf_SuperiorlongitudinalfasciculusR","BRIA.BRIA.v_csf_SuperiorlongitudinalfasciculusR",199.395892258101,62.5772865240296,1.69243579871721e-42,1.42164607092245e-39,53147.0516607702,53208.2739899744
"BRIA.BRIA.v_csf_SuperiorfrontooccipitalfasciculusR","BRIA.BRIA.v_csf_SuperiorfrontooccipitalfasciculusR",168.687337038045,53.883683770566,6.05045067161127e-36,5.08237856415347e-33,53178.038115136,53240.5981163927
"BRIA.BRIA.v_csf_UncinatefasciculusR","BRIA.BRIA.v_csf_UncinatefasciculusR",59.6348395009736,19.6340007762306,9.73812145163786e-13,8.18002201937581e-10,53285.6640489883,53345.0993989979
"BRIA.BRIA.v_csf_TapetumR","BRIA.BRIA.v_csf_TapetumR",42.8114337471379,13.8591772588185,3.71150719162093e-09,3.11766604096158e-06,53302.6740139569,53363.4393313343
"BRIA.BRIA.v_csf_CINGR","BRIA.BRIA.v_csf_CINGR",38.2360816681685,12.3420174169002,3.4160092917619e-08,2.86944780507999e-05,53307.096153087,53367.4340515327
"BRIA.BRIA.micro_Rd_ATRR","BRIA.BRIA.micro_Rd_ATRR",208.696778208523,66.5402106208612,1.50078025900173e-44,1.26065541756145e-41,53138.0815872773,53200.5637106021
"BRIA.BRIA.micro_Rd_CSTR","BRIA.BRIA.micro_Rd_CSTR",121.450806375837,37.915598258963,9.32989920699595e-26,7.8371153338766e-23,53224.9965234636,53287.2323123577
"BRIA.BRIA.micro_Rd_CGR","BRIA.BRIA.micro_Rd_CGR",1193.93116231506,410.398837919686,9.70575483172522e-264,8.15283405864919e-261,52126.7955396422,52189.4632641012
"BRIA.BRIA.micro_Rd_IFOFR","BRIA.BRIA.micro_Rd_IFOFR",134.159027682632,43.5666758724801,1.38871871312904e-28,1.16652371902839e-25,53212.4624194021,53275.1289706771
"BRIA.BRIA.micro_Rd_ILFR","BRIA.BRIA.micro_Rd_ILFR",157.360237347508,49.7757438095755,1.74818028487779e-33,1.46847143929734e-30,53189.2909232011,53251.7011509272
"BRIA.BRIA.micro_Rd_SLFR","BRIA.BRIA.micro_Rd_SLFR",268.39342698755,88.3539355451554,1.49722895026195e-57,1.25767231822004e-54,53078.0471029477,53139.402502664
"BRIA.BRIA.micro_Rd_UFR","BRIA.BRIA.micro_Rd_UFR",512.82764774896,172.686319427245,5.60543365302747e-111,4.70856426854308e-108,52831.7395236417,52894.4343566665
"BRIA.BRIA.micro_Rd_SLTFR","BRIA.BRIA.micro_Rd_SLTFR",74.7491254649794,24.3607019675688,6.4442556568964e-16,5.41317475179297e-13,53271.5033873974,53334.1871064131
"BRIA.BRIA.micro_Rd_CorticospinaltractR","BRIA.BRIA.micro_Rd_CorticospinaltractR",11.3494935814269,4.0176868441964,0.00871348308124969,7.31932578824974,53333.0717792397,53390.9431447325
"BRIA.BRIA.micro_Rd_MediallemniscusR","BRIA.BRIA.micro_Rd_MediallemniscusR",0.563264707918279,0.552358329575249,0.458615076201554,385.236664009305,53340.9757632407,53388.0371634444
"BRIA.BRIA.micro_Rd_InferiorcerebellarpeduncleR","BRIA.BRIA.micro_Rd_InferiorcerebellarpeduncleR",338.846100266263,111.129620750577,7.84076207029337e-73,6.58624013904643e-70,53007.6226105121,53070.2860929677
"BRIA.BRIA.micro_Rd_SuperiorcerebellarpeduncleR","BRIA.BRIA.micro_Rd_SuperiorcerebellarpeduncleR",23.5459356202628,7.32407846806315,4.41319522039886e-05,0.0370708398513504,53322.0730334275,53384.1188345917
"BRIA.BRIA.micro_Rd_CerebralpeduncleR","BRIA.BRIA.micro_Rd_CerebralpeduncleR",17.1122767409433,16.7186502962075,4.01271986309401e-05,0.0337068468499897,53324.6200146079,53371.7056624629
"BRIA.BRIA.micro_Rd_AnteriorlimbofinternalcapsuleR","BRIA.BRIA.micro_Rd_AnteriorlimbofinternalcapsuleR",468.435386778267,154.329677100809,3.73867890561627e-101,3.14049028071766e-98,52876.4995083816,52938.1095390381
"BRIA.BRIA.micro_Rd_.PosteriorlimbofinternalcapsuleR","BRIA.BRIA.micro_Rd_.PosteriorlimbofinternalcapsuleR",109.889478532899,34.3421352499764,2.72401697235094e-23,2.28817425677479e-20,53236.2749994867,53297.6603106702
"BRIA.BRIA.micro_Rd_RetrolenticularpartofinternalcapsuleR","BRIA.BRIA.micro_Rd_RetrolenticularpartofinternalcapsuleR",279.415946455469,89.6982606479446,7.40049815469529e-60,6.21641844994405e-57,53067.3061840145,53129.8832970497
"BRIA.BRIA.micro_Rd_AnteriorcoronaradiataR","BRIA.BRIA.micro_Rd_AnteriorcoronaradiataR",350.553210346774,115.461111133101,2.1433822655944e-75,1.80044110309929e-72,52995.4924008153,53056.7987233855
"BRIA.BRIA.micro_Rd_SuperiorcoronaradiataR","BRIA.BRIA.micro_Rd_SuperiorcoronaradiataR",355.308079313218,116.933380389956,1.98970040001375e-76,1.67134833601155e-73,52990.838302634,53052.6699578365
"BRIA.BRIA.micro_Rd_PosteriorcoronaradiataR","BRIA.BRIA.micro_Rd_PosteriorcoronaradiataR",324.831518600618,107.322908099447,8.27099022473399e-70,6.94763178877655e-67,53021.7247596249,53084.4095439476
"BRIA.BRIA.micro_Rd_PosteriorthalamicradiationR","BRIA.BRIA.micro_Rd_PosteriorthalamicradiationR",129.505474585869,41.4792548683758,1.50296708569131e-27,1.2624923519807e-24,53217.079541639,53279.6915552807
"BRIA.BRIA.micro_Rd_SagittalstratumR","BRIA.BRIA.micro_Rd_SagittalstratumR",52.9507223484361,16.4005892214551,3.4145994065395e-11,2.86826350149318e-08,53292.9649129246,53355.0479883582
"BRIA.BRIA.micro_Rd_ExternalcapsuleR","BRIA.BRIA.micro_Rd_ExternalcapsuleR",846.139437588714,287.760912967675,5.35013560477518e-185,4.49411390801115e-182,52490.0025830686,52552.3901267935
"BRIA.BRIA.micro_Rd_CingulumcingulategyrusR","BRIA.BRIA.micro_Rd_CingulumcingulategyrusR",5.53331112588421,1.73323515953066,0.1548539987856,130.077358979904,53339.719855838,53401.1091174717
"BRIA.BRIA.micro_Rd_CingulumhippocampusR","BRIA.BRIA.micro_Rd_CingulumhippocampusR",181.323727200961,58.9978492463833,1.02208421859503e-38,8.58550743619824e-36,53164.8526144312,53225.1347637802
"BRIA.BRIA.micro_Rd_Fornix_StriaterminalisR","BRIA.BRIA.micro_Rd_Fornix_StriaterminalisR",1119.47002995071,379.206689639667,1.0649886288481e-246,8.94590448232405e-244,52205.1560422736,52267.7775732844
"BRIA.BRIA.micro_Rd_SuperiorlongitudinalfasciculusR","BRIA.BRIA.micro_Rd_SuperiorlongitudinalfasciculusR",129.756689671663,41.642774180718,1.31125775963085e-27,1.10145651808991e-24,53216.8299709811,53279.443551404
"BRIA.BRIA.micro_Rd_SuperiorfrontooccipitalfasciculusR","BRIA.BRIA.micro_Rd_SuperiorfrontooccipitalfasciculusR",790.556328405743,265.27041208771,1.64274312243398e-172,1.37990422284455e-169,52547.4814389983,52610.1382789512
"BRIA.BRIA.micro_Rd_UncinatefasciculusR","BRIA.BRIA.micro_Rd_UncinatefasciculusR",42.2604475708868,39.7280066370704,1.15605456500926e-10,9.71085834607781e-08,53299.7837391594,53347.0850281822
"BRIA.BRIA.micro_Rd_TapetumR","BRIA.BRIA.micro_Rd_TapetumR",125.440807858318,39.6153885996269,1.21691702015199e-26,1.02221029692767e-23,53221.0757019297,53283.4999992509
"BRIA.BRIA.micro_Rd_CINGR","BRIA.BRIA.micro_Rd_CINGR",73.7693302181215,22.9427493265683,1.34477361046988e-15,1.1296098327947e-12,53272.1831902019,53333.7216206034
"BRIA.BRIA.micro_FA_ATRR","BRIA.BRIA.micro_FA_ATRR",228.470030889337,74.5805846472894,6.86011174816469e-49,5.76249386845834e-46,53117.9609687027,53179.0644586285
"BRIA.BRIA.micro_FA_CSTR","BRIA.BRIA.micro_FA_CSTR",123.322951371778,39.0891210633539,3.37344977733525e-26,2.83369781296161e-23,53223.1903836399,53285.6456594273
"BRIA.BRIA.micro_FA_CGR","BRIA.BRIA.micro_FA_CGR",1131.77138690642,393.754694331468,1.30798391073187e-249,1.09870648501477e-246,52192.1512598883,52254.45972731
"BRIA.BRIA.micro_FA_IFOFR","BRIA.BRIA.micro_FA_IFOFR",398.073785762641,132.895109824369,8.3775062618276e-86,7.03710525993519e-83,52947.5932996947,53008.936308137
"BRIA.BRIA.micro_FA_ILFR","BRIA.BRIA.micro_FA_ILFR",78.4102093947477,24.6087924859148,1.32683919366192e-16,1.11454492267601e-13,53267.7352380629,53329.8881923281
"BRIA.BRIA.micro_FA_SLFR","BRIA.BRIA.micro_FA_SLFR",441.375605722395,146.140774599218,3.05241889734651e-95,2.56403187377107e-92,52904.1703923369,52966.8434258289
"BRIA.BRIA.micro_FA_UFR","BRIA.BRIA.micro_FA_UFR",245.790694468771,81.1879678487475,1.14046045340336e-52,9.57986780858824e-50,53101.0318196262,53163.7214569219
"BRIA.BRIA.micro_FA_SLTFR","BRIA.BRIA.micro_FA_SLTFR",65.7957183740655,21.0574117733923,5.61482105621329e-14,4.71644968721916e-11,53280.3643084393,53342.9692707789
"BRIA.BRIA.micro_FA_CorticospinaltractR","BRIA.BRIA.micro_FA_CorticospinaltractR",3.50154370056407,2.04197636116745,0.137647159808928,115.623614239499,53339.0215603792,53389.8048297475
"BRIA.BRIA.micro_FA_MediallemniscusR","BRIA.BRIA.micro_FA_MediallemniscusR",21.7444439383507,7.01094311916401,9.01491983747036e-05,0.075725326634751,53323.3407259551,53383.369532502
"BRIA.BRIA.micro_FA_InferiorcerebellarpeduncleR","BRIA.BRIA.micro_FA_InferiorcerebellarpeduncleR",370.47602977918,122.187735406715,9.69590873782682e-80,8.14456333977453e-77,52975.5846119099,53037.5285632386
"BRIA.BRIA.micro_FA_SuperiorcerebellarpeduncleR","BRIA.BRIA.micro_FA_SuperiorcerebellarpeduncleR",19.1269846192918,5.93476765357212,0.000353562786718725,0.296992740843729,53326.3299468909,53387.9252330259
