"","metrics","coeff","formatMpfr.p.val.","formatMpfr.p.adj."
"rh_rostralanteriorcingulate_thickness","rh_rostralanteriorcingulate_thickness",0.0899834770750202,"2.4375593772814321367374833654665595804009349931941295674765710e-70","2.3327443240583305548577715807512e-67"
"rh_rostralmiddlefrontal_thickness","rh_rostralmiddlefrontal_thickness",-0.105362789277434,"1.3128275209957785402415786551556221512875611597058375695273205e-98","1.2563759375929600630111907729842e-95"
"rh_superiorfrontal_thickness","rh_superiorfrontal_thickness",-0.0180726278118672,"0.00039019165925349360621936313089838378885979449169168338546146004","0.37341341790559338115193051626964"
"rh_superiorparietal_thickness","rh_superiorparietal_thickness",0.0820814123388602,"7.4181432583381410748715883104215271962241784328522288836606200e-59","7.0991630982296010086521100130732e-56"
"rh_superiortemporal_thickness","rh_superiortemporal_thickness",0.0485510775194452,"1.3777292897457621952090960082441152415439511773547290487982323e-21","1.3184869302866944208151048798900e-18"
"rh_supramarginal_thickness","rh_supramarginal_thickness",0.051774885840429,"2.6098696513043725234411571006854394005227510639576611354733733e-24","2.4976452562982845049331873453563e-21"
"rh_frontalpole_thickness","rh_frontalpole_thickness",0.0124534319217104,"0.014553929567353122210351792731058547404318067804588397135976682","13.928110595956937955306665643627"
"rh_temporalpole_thickness","rh_temporalpole_thickness",-0.00281123069928824,"0.58111148143701384837774478270277314791382885460842973685090465","556.12368773522225289750175704695"
"rh_transversetemporal_thickness","rh_transversetemporal_thickness",0.0331709042772435,"6.8642921703883399829275833985348425947134369409772656077021211e-11","6.5691276070616413636616973123996e-8"
"rh_insula_thickness","rh_insula_thickness",0.0307167606780801,"1.6661458548728583068079280857089153671650693506232438664499966e-9","1.5945015831133253996151871780230e-6"
"rh_bankssts_volume","rh_bankssts_volume",0.00886283203203429,"0.081688632686695987536637857154484665131053780571004315750601986","78.176021481168060072562429296833"
"rh_caudalanteriorcingulate_volume","rh_caudalanteriorcingulate_volume",0.00266031795795043,"0.60183284002183093692295771477445539403425978139020910721995506","575.95402790089220663527053303904"
"rh_caudalmiddlefrontal_volume","rh_caudalmiddlefrontal_volume",-0.0196870111683588,"0.00011249466603920362199134937015497914977750370548986546176628793","0.10765739539951786624572134723830"
"rh_cuneus_volume","rh_cuneus_volume",0.018401917730342,"0.00030485139605523182359229979413179010918681028926306005707450200","0.29174278602485685517783090298395"
"rh_entorhinal_volume","rh_entorhinal_volume",0.00481719218071609,"0.34458355032503840215787259712899954130029277746423322770413028","329.76645766106175086508407545252"
"rh_fusiform_volume","rh_fusiform_volume",0.0271031015723503,"1.0528265631245413493906735948491161371025040877121983554944659e-7","0.00010075550209101860713668746302702"
"rh_inferiorparietal_volume","rh_inferiorparietal_volume",-0.0552561964446004,"1.3988993989609217103300939256290619479074783647391870723997012e-27","1.3387467248056020767858998868265e-24"
"rh_inferiortemporal_volume","rh_inferiortemporal_volume",0.019883369090545,"9.6098005149708912998170497653582541631005831664954715998603632e-5","0.091965790928271429739249166254436"
"rh_isthmuscingulate_volume","rh_isthmuscingulate_volume",-0.00476479534949294,"0.34837546520871891974815694042578295036613212308131466379920770","333.39532020474400619898619198733"
"rh_lateraloccipital_volume","rh_lateraloccipital_volume",0.00552372418714731,"0.27837603857756883624130480493527001744455057540943265111368067","266.40586891873337628292869832311"
"rh_lateralorbitofrontal_volume","rh_lateralorbitofrontal_volume",-0.014951487296679,"0.0033600892486423475623452181873785353685294021414385958190511283","3.2156054109507266171643738053200"
"rh_lingual_volume","rh_lingual_volume",0.0243493129789558,"1.7578261954988752068446690075411499606776474435239328528206511e-6","0.0016822396690924235729503482402165"
"rh_medialorbitofrontal_volume","rh_medialorbitofrontal_volume",-0.0138903147105053,"0.0064414712645932375617459453044541636208922228010800690512879319","6.1644880002157283465908696563657"
"rh_middletemporal_volume","rh_middletemporal_volume",0.0760190056566196,"1.4070509395555428659959236614883699808737751949244301013599158e-50","1.3465477491546545227580989440448e-47"
"rh_parahippocampal_volume","rh_parahippocampal_volume",0.0229638502642679,"6.5836212243090568202796766017570544882428408142525679404421283e-6","0.0063005255116637673770076505078817"
"rh_paracentral_volume","rh_paracentral_volume",-0.0278688027892734,"4.3730465149578275755211780234658807535895038582918932165047439e-8","4.1850055148146409897737673684581e-5"
"rh_parsopercularis_volume","rh_parsopercularis_volume",-0.0272308245079939,"9.1899072956319121082814776977010026915730584708389039774519432e-8","8.7947412819197398876253741567034e-5"
"rh_parsorbitalis_volume","rh_parsorbitalis_volume",-0.0023746200125092,"0.64137352929478131633829737347260262874066201213137240899021769","613.79446753510571973575058641338"
"rh_parstriangularis_volume","rh_parstriangularis_volume",0.000908820892960473,"0.85846241055879187958238615492011187338564210985240206340353079","821.54852690476382876034355025857"
"rh_pericalcarine_volume","rh_pericalcarine_volume",0.0321658195310797,"2.7167758358829962699987417032404470140513183645003382590251871e-10","2.5999544749400274303887958100026e-7"
"rh_postcentral_volume","rh_postcentral_volume",-0.0106905077832183,"0.036016783190030688193415095717233123683422475025053920725774621","34.468061512859368601098246601389"
"rh_posteriorcingulate_volume","rh_posteriorcingulate_volume",-0.0126947726650803,"0.012772715483580235925081647482020485122403376477010420081762599","12.223488717786285780303136640296"
"rh_precentral_volume","rh_precentral_volume",0.0108466179605041,"0.033372945064630722024376831247187104869791007251346367503939357","31.937908426851600977328627503546"
"rh_precuneus_volume","rh_precuneus_volume",0.011210332669897,"0.027593351924060620856000990113266363713664051898050126727623305","26.406837791326014159192947538407"
"rh_rostralanteriorcingulate_volume","rh_rostralanteriorcingulate_volume",-0.0219842092182364,"1.5919455148404144246001186259909148648164847331525324027598735e-5","0.015234918577022766043423135250737"
"rh_rostralmiddlefrontal_volume","rh_rostralmiddlefrontal_volume",0.0318696652582309,"4.0059967022651126551662061770050342995235655727205175726159722e-10","3.8337388440677128109940593113927e-7"
"rh_superiorfrontal_volume","rh_superiorfrontal_volume",-0.00856196132320397,"0.093101084025123310553261881223342850252299503267744748566497594","89.097737412043008199471620330730"
"rh_superiorparietal_volume","rh_superiorparietal_volume",0.00908667960433996,"0.074591152896867721589971778974430557758367326135297758557039351","71.383733322302409561602992478569"
"rh_superiortemporal_volume","rh_superiortemporal_volume",-0.000645219921417696,"0.89902807081995212677341300248036003834793564789553855716523101","860.36986377469418532215624337371"
"rh_supramarginal_volume","rh_supramarginal_volume",-0.00473559388327338,"0.35232103788177736704288684348648740430557196445785991903785133","337.17123325286094026004270921646"
"rh_frontalpole_volume","rh_frontalpole_volume",0.0371450741519843,"3.0371376617028526865120039326363806180818987558723566688596466e-13","2.9065407422496300209919877635339e-10"
"rh_temporalpole_volume","rh_temporalpole_volume",0.0330125475113247,"8.7455293456957646813007285249947390997210509006355583201390819e-11","8.3694715838308468000047971984154e-8"
"rh_transversetemporal_volume","rh_transversetemporal_volume",0.000953194072188667,"0.85170805625221846855452473794057236330347341727730376131465647","815.08460983337307440668017420901"
"rh_insula_volume","rh_insula_volume",-0.0169508811370069,"0.00086771238191852746161919689320321053364505704253067992221083996","0.83040074949603078076957142679543"
"rh_bankssts_area","rh_bankssts_area",-0.00227989861796708,"0.65413985442044558722920559033143653827312659038355606022855110","626.01184068036642697834974994695"
"rh_caudalanteriorcingulate_area","rh_caudalanteriorcingulate_area",-0.0241391516115518,"2.1862793489370410445747281275272936464358182742314393032222491e-6","0.0020922693369327482796580148180424"
"rh_caudalmiddlefrontal_area","rh_caudalmiddlefrontal_area",-0.0166114940415793,"0.0011212050770489381988555338828287618351742708125648834766021246","1.0729932587358338563047459258672"
"rh_cuneus_area","rh_cuneus_area",0.0193220660860197,"0.00014847684550335670529196565804765180341694166818970309186686275","0.14209234114671236696441113475154"
"rh_entorhinal_area","rh_entorhinal_area",-0.0585141799484099,"1.3992446300104976276672571177583543682144533741192705991369635e-30","1.3390771109200462296775650616946e-27"
"rh_fusiform_area","rh_fusiform_area",0.00872039178744438,"0.087181036557248204519373181467303357580847228975510415198889749","83.432251985286531725040134664253"
"rh_inferiorparietal_area","rh_inferiorparietal_area",0.0127339646737933,"0.012265525579232589411235765705943173321622554784835014048967270","11.738107979325588066552627780583"
"rh_inferiortemporal_area","rh_inferiortemporal_area",0.0226822796305777,"8.5859233431220013036190321890428639756741267888869485594953043e-6","0.0082167286393677552475634138049152"
"rh_isthmuscingulate_area","rh_isthmuscingulate_area",-0.0109078838802984,"0.032075740541464932836727029537211289649269443441415858012058249","30.696483698181940724747767267108"
"rh_lateraloccipital_area","rh_lateraloccipital_area",-0.00133288980739966,"0.79376136478900629023767672607773622075386071406878518410609771","759.62962610307901975745662685657"
"rh_lateralorbitofrontal_area","rh_lateralorbitofrontal_area",0.0402044588607991,"2.9540976920857946950507143226729913900324804639912530919807350e-15","2.8270714913261055231635336067979e-12"
"rh_lingual_area","rh_lingual_area",0.0265947437076909,"1.7751027411991766097339539361076310728842881737104825728641687e-7","0.00016987733233276120155153939168544"
"rh_medialorbitofrontal_area","rh_medialorbitofrontal_area",-0.0132724033590846,"0.0092411719357197360646195777909702454931111256672805855917290223","8.8438015424837874138409359459545"
"rh_middletemporal_area","rh_middletemporal_area",0.0806712186811293,"9.9142276483816301301349805557752709928856683122108838451580952e-57","9.4879158595012200345391763918748e-54"
"rh_parahippocampal_area","rh_parahippocampal_area",-0.00695936415278729,"0.17226549694904031343809759166801065019061667325622832233129640","164.85808058023157996025939522638"
"rh_paracentral_area","rh_paracentral_area",-0.0269132557874187,"1.2341264195466367769174846991303419857768992077007150896135155e-7","0.00011810589835061313955100328570679"
"rh_parsopercularis_area","rh_parsopercularis_area",-0.0164389674431208,"0.0012601003117847219127152959486933041656382488275367771168334136","1.2059159983779788704685382228997"
"rh_parsorbitalis_area","rh_parsorbitalis_area",0.011607690317052,"0.022791966880763107168314592211777300302023825274395612790685583","21.811912304890293560077064746682"
"rh_parstriangularis_area","rh_parstriangularis_area",-0.00629444881441846,"0.21681540584389295814931034780240205710160753845472248477198733","207.49234339260556094889000284683"
"rh_pericalcarine_area","rh_pericalcarine_area",0.00640998838719024,"0.20851376716648367899298016153022344651779668684357057064923021","199.54767517832488079628201458441"
"rh_postcentral_area","rh_postcentral_area",-0.028743653939437,"1.6964685346284204613066315722384086427984523914705293506726318e-8","1.6235203876393983814704464146312e-5"
"rh_posteriorcingulate_area","rh_posteriorcingulate_area",-0.0201190809702762,"7.8953608576955800876258344182477089652167928251556864765266501e-5","0.075558603408146701438579235382653"
"rh_precentral_area","rh_precentral_area",-0.00422421606620913,"0.40716390425726200845509333515136277990728107343836905083905950","389.65585637419974209152432173993"
"rh_precuneus_area","rh_precuneus_area",0.00676921299977417,"0.18339859186045485538424304311271192203077303300827279621875222","175.51245241045529660272059225893"
"rh_rostralanteriorcingulate_area","rh_rostralanteriorcingulate_area",0.012079003577263,"0.017807267395615320164156487581914358025563768176657815314479099","17.041554897603861397097758615882"
"rh_rostralmiddlefrontal_area","rh_rostralmiddlefrontal_area",0.0251317513410007,"8.1522612613257943490976270144847524818570470966639999857897928e-7","0.00078017140270887851920864290528589"
"rh_superiorfrontal_area","rh_superiorfrontal_area",0.00569393934907444,"0.26414826307449795270441312631398971638448670646375570748727208","252.78988776229454073812336188250"
"rh_superiorparietal_area","rh_superiorparietal_area",-0.00746018988102443,"0.14323914525249928348583704306070215050170232526949057108579130","137.07986200664181429594605020899"
"rh_superiortemporal_area","rh_superiortemporal_area",-0.0234452183987241,"3.7024688904015758666981491227109860943107824927706968796019422e-6","0.0035432627281143081044301287104335"
"rh_supramarginal_area","rh_supramarginal_area",-0.0181817624848807,"0.00035136756196272844262446645832092059439004841287408847773075824","0.33625875679833111959161440061320"
"rh_frontalpole_area","rh_frontalpole_area",0.0141480044575967,"0.0054897355716255798988208158295928196345353739546099022128355101","5.2536769420456799631715207489221"
"rh_temporalpole_area","rh_temporalpole_area",-0.0143723353268265,"0.0047709785137014974093676842296146020222143780381934272567012718","4.5658264376123330207648738077399"
"rh_transversetemporal_area","rh_transversetemporal_area",0.009759659304086,"0.055618149689805489149555930612117901743335061480550673884039097","53.226569253143853116125025595809"
"rh_insula_area","rh_insula_area",-0.0218843720263759,"1.7152953914705754460613569256608167438169016647309102270496467e-5","0.016415376896373407018807185778565"
"rh_WhiteSurfArea_area","rh_WhiteSurfArea_area",0.124224468748372,"7.5800124251958510792688910210791361337607429843649093793719018e-134","7.2540718909124294828603287071735e-131"
"rhCortexVol","rhCortexVol",0.0943604655182634,"1.8690783160711720946762426124366707634658888514255037708498749e-77","1.7887079484801116946051641801029e-74"
"rhCorticalWhiteMatterVol","rhCorticalWhiteMatterVol",0.094075587531367,"5.4021042504686401127606405557376629213139663979324701755416353e-77","5.1698137676984885879119330118411e-74"
"Right.Lateral.Ventricle","Right.Lateral.Ventricle",-0.0972345916899064,"6.9623654069633223774764481368082940621911251141390269808957048e-82","6.6629836944638995152449608669284e-79"
"Right.Inf.Lat.Vent","Right.Inf.Lat.Vent",-0.153885448351191,"1.3270361926440711225854570306357897690529229335421868490550332e-206","1.2699736363603760643142823783189e-203"
"Right.Cerebellum.White.Matter","Right.Cerebellum.White.Matter",0.0851566454420816,"2.6636106727779421639998076660380297110648783484535973726947807e-63","2.5490754138484906509478159363990e-60"
"Right.Cerebellum.Cortex","Right.Cerebellum.Cortex",0.0383445815663205,"2.7131128130697730665364888374702591007663366046451430319972485e-14","2.5964489621077728246754198174584e-11"
"Right.Thalamus.Proper","Right.Thalamus.Proper",-0.0878681503191191,"1.2330355151713967145523869760683845207303836525109291633107366e-67","1.1800149880190266558266343360970e-64"
"Right.Caudate","Right.Caudate",0.0925079309804417,"1.4225678137290521877473628117602463671326470140875342878566729e-74","1.3613973977387029436742262108545e-71"
"Right.Putamen","Right.Putamen",0.0480554136206902,"3.6370483147224848611179230813409207797059847556967729192547724e-21","3.4806552371894180120898523888412e-18"
"Right.Pallidum","Right.Pallidum",-0.115702102015976,"1.5207819242158722342723442195653061592043978149522164229476986e-115","1.4553883014745897281986334181234e-112"
"Right.Hippocampus","Right.Hippocampus",0.0743661666219239,"1.5799694756428844118421816853963767491898132883536756303866035e-48","1.5120307881902403821329678729240e-45"
"Right.Amygdala","Right.Amygdala",0.109570768201015,"1.0697541934458922091505931071133346286655369854796542404482868e-103","1.0237547631277188441571176035076e-100"
"Right.Accumbens.area","Right.Accumbens.area",0.13191241461447,"4.1395221930637067449372084692491127412338099959176523020428796e-151","3.9615227387619673549049085050707e-148"
"BRIA.BRIA.v_intra_ATRR","BRIA.BRIA.v_intra_ATRR",0.00314250374427389,"0.53831008758053555432776096741910822093895942852488144564509541","515.16275381457252549166724581972"
"BRIA.BRIA.v_intra_CSTR","BRIA.BRIA.v_intra_CSTR",-0.0310619181112624,"1.3200035838608449156177175336212269924981295515196509445684367e-9","1.2632434297548285842461556796754e-6"
"BRIA.BRIA.v_intra_CGR","BRIA.BRIA.v_intra_CGR",-0.0243041036681491,"1.8317463331874062316868854872080663425126830807851863823818249e-6","0.0017529812408603477637243494112586"
"BRIA.BRIA.v_intra_IFOFR","BRIA.BRIA.v_intra_IFOFR",0.0288209719962016,"1.8679845228352575392853884852495034000909912102571227188289430e-8","1.7876611883533414650961167803838e-5"
"BRIA.BRIA.v_intra_ILFR","BRIA.BRIA.v_intra_ILFR",0.020157611094483,"8.0443432304670317737598188770457292958707275646726544313898465e-5","0.076984364715569494074881466653338"
"BRIA.BRIA.v_intra_SLFR","BRIA.BRIA.v_intra_SLFR",0.026193233886601,"3.2946155315849592451037255314217774108770053155031824337867524e-7","0.00031529470637268059975642653335701"
"BRIA.BRIA.v_intra_UFR","BRIA.BRIA.v_intra_UFR",-0.0574078050081704,"2.5387519848240442126397472997442363318756575489609478526368766e-29","2.4295856494766103114962381658558e-26"
"BRIA.BRIA.v_intra_SLTFR","BRIA.BRIA.v_intra_SLTFR",-0.0248524051656035,"3.0301956415532802498353171180821929570991326921892428373497749e-7","0.00028998972289664891990923984820052"
"BRIA.BRIA.v_intra_CorticospinaltractR","BRIA.BRIA.v_intra_CorticospinaltractR",-0.0155937529734367,"0.0023251563801090692386181764356649782000499477802593818772391858","2.2251746557643792613575948489307"
"BRIA.BRIA.v_intra_MediallemniscusR","BRIA.BRIA.v_intra_MediallemniscusR",-0.0107700810866309,"0.035535453547549553869282395988795481244458693830838678780570892","34.007429045004923052903252961280"
"BRIA.BRIA.v_intra_InferiorcerebellarpeduncleR","BRIA.BRIA.v_intra_InferiorcerebellarpeduncleR",0.0396054575407301,"1.1146671571795762966041006642332900315595566467571363584501063e-14","1.0667364694208545158501243356709e-11"
"BRIA.BRIA.v_intra_SuperiorcerebellarpeduncleR","BRIA.BRIA.v_intra_SuperiorcerebellarpeduncleR",-0.00264616624948734,"0.60597897021549172821128645248006220111868080839554551270632362","579.92187449622558389820113502305"
"BRIA.BRIA.v_intra_CerebralpeduncleR","BRIA.BRIA.v_intra_CerebralpeduncleR",-0.123479226683442,"2.7804163097321261074475945151579797134787282446323548144845119e-135","2.6608584084136446848273479510061e-132"
"BRIA.BRIA.v_intra_AnteriorlimbofinternalcapsuleR","BRIA.BRIA.v_intra_AnteriorlimbofinternalcapsuleR",0.073110637889126,"1.7437284938325906276924071046579283677192059724565357602371011e-46","1.6687481685977892307016335991571e-43"
"BRIA.BRIA.v_intra_.PosteriorlimbofinternalcapsuleR","BRIA.BRIA.v_intra_.PosteriorlimbofinternalcapsuleR",-0.0125766214266164,"0.013787413791411330418386995228889320496885465176190497371795571","13.194554998380643210396354434052"
"BRIA.BRIA.v_intra_RetrolenticularpartofinternalcapsuleR","BRIA.BRIA.v_intra_RetrolenticularpartofinternalcapsuleR",0.0611003936549469,"4.7021139833318647791601694175421160998897504440831462998255820e-33","4.4999230820485945936562821325899e-30"
"BRIA.BRIA.v_intra_AnteriorcoronaradiataR","BRIA.BRIA.v_intra_AnteriorcoronaradiataR",0.0613173937241779,"5.0630251784690735894135446494036216643874293382798806637091907e-33","4.8453150957949034250687622294801e-30"
"BRIA.BRIA.v_intra_SuperiorcoronaradiataR","BRIA.BRIA.v_intra_SuperiorcoronaradiataR",0.11182218211826,"8.2020847120266053129054865258099309696804675307748204502615228e-107","7.8493950694094612844505506051959e-104"
"BRIA.BRIA.v_intra_PosteriorcoronaradiataR","BRIA.BRIA.v_intra_PosteriorcoronaradiataR",0.153304385518766,"9.6789261846379580812486485038697608470312686278546559828868143e-202","9.2627323586985258837549566182013e-199"
"BRIA.BRIA.v_intra_PosteriorthalamicradiationR","BRIA.BRIA.v_intra_PosteriorthalamicradiationR",0.0903804167031701,"1.2599032876528229047078518469694650503301283208569568427949380e-70","1.2057274462837515198054142175502e-67"
"BRIA.BRIA.v_intra_SagittalstratumR","BRIA.BRIA.v_intra_SagittalstratumR",0.0604102340102028,"2.5455029874740970147777451443782355122448020337986902867942453e-32","2.4360463590127108431423021031706e-29"
"BRIA.BRIA.v_intra_ExternalcapsuleR","BRIA.BRIA.v_intra_ExternalcapsuleR",-0.00274401930809619,"0.59172658159672760739889233895442040952464461069913465174469669","566.28233858806832028073996837957"
"BRIA.BRIA.v_intra_CingulumcingulategyrusR","BRIA.BRIA.v_intra_CingulumcingulategyrusR",-0.0223534305765786,"8.9979615255353152456372630909405157389408619246545054640416819e-6","0.0086110491799372966900748607780254"
"BRIA.BRIA.v_intra_CingulumhippocampusR","BRIA.BRIA.v_intra_CingulumhippocampusR",0.11184243511594,"3.3479975341263331622205122003235175375343271814310199426506109e-107","3.2040336401589008362450301757112e-104"
"BRIA.BRIA.v_intra_Fornix_StriaterminalisR","BRIA.BRIA.v_intra_Fornix_StriaterminalisR",0.0554694421628772,"1.1887874083269681748211307620304689660236078392062969776485009e-27","1.1376695497689085433038221392625e-24"
"BRIA.BRIA.v_intra_SuperiorlongitudinalfasciculusR","BRIA.BRIA.v_intra_SuperiorlongitudinalfasciculusR",0.0486767064558269,"1.5382817742406241282702470613561395955744715544028533415148505e-21","1.4721356579482772907546264377173e-18"
"BRIA.BRIA.v_intra_SuperiorfrontooccipitalfasciculusR","BRIA.BRIA.v_intra_SuperiorfrontooccipitalfasciculusR",0.133068891027001,"2.5351639409677155096810595826137251685030078625289205320704654e-151","2.4261518915061037427647740205608e-148"
"BRIA.BRIA.v_intra_UncinatefasciculusR","BRIA.BRIA.v_intra_UncinatefasciculusR",0.0481463515172526,"3.9953278559915859146188581887160819484557930553681793458234669e-21","3.8235287581839477202902472865995e-18"
"BRIA.BRIA.v_intra_TapetumR","BRIA.BRIA.v_intra_TapetumR",0.236202843974132,"1.8834892775019950723273903469970218897956272483306326567756245e-493","1.8024992385694092842173125620755e-490"
"BRIA.BRIA.v_intra_CINGR","BRIA.BRIA.v_intra_CINGR",0.0235035574792723,"4.3607942061321942010319616480816100914710661380386907469388927e-6","0.0041732800552685098503875872972113"
"BRIA.BRIA.v_extra_ATRR","BRIA.BRIA.v_extra_ATRR",-0.0256928432756553,"3.2951287233132756358443081344821998201323000632555593365043771e-7","0.00031534381882108047835030028847013"
"BRIA.BRIA.v_extra_CSTR","BRIA.BRIA.v_extra_CSTR",-0.106636776686988,"4.8675966144845099043123592014025601944787159681440634232803578e-101","4.6582899600616759784269277557406e-98"
"BRIA.BRIA.v_extra_CGR","BRIA.BRIA.v_extra_CGR",-0.0568213953046443,"1.6279887942783189151233173616478283095593641871844902396864006e-29","1.5579852761243512017730147150972e-26"
"BRIA.BRIA.v_extra_IFOFR","BRIA.BRIA.v_extra_IFOFR",0.000437997530256041,"0.93048448347212877226568075846214111872863342388570704444276766","890.47365068282723505825648584807"
"BRIA.BRIA.v_extra_ILFR","BRIA.BRIA.v_extra_ILFR",-0.0171738508905039,"0.00067749861285817188023111412447881685435680107773948162224283761","0.64836617250527048938117621712625"
"BRIA.BRIA.v_extra_SLFR","BRIA.BRIA.v_extra_SLFR",-0.0104539276463812,"0.039482613213097372740311273048751284687864409378867307447680653","37.784860844934185712477888307637"
"BRIA.BRIA.v_extra_UFR","BRIA.BRIA.v_extra_UFR",-0.0514582517863508,"3.1856620335401884982277056438005652048408936806325008969747784e-24","3.0486785660979603928039143011179e-21"
"BRIA.BRIA.v_extra_SLTFR","BRIA.BRIA.v_extra_SLTFR",-0.0766723495304873,"1.5565263809049035207029426147793089213659328186151397747426018e-52","1.4895957465259926693127160823438e-49"
"BRIA.BRIA.v_extra_CorticospinaltractR","BRIA.BRIA.v_extra_CorticospinaltractR",-0.0137164129235093,"0.0070241771761764119506184523928815737279496994499168590158884369","6.7221375576008262367418589399860"
"BRIA.BRIA.v_extra_MediallemniscusR","BRIA.BRIA.v_extra_MediallemniscusR",-0.0294034440257212,"7.3252562154659130869940345275929412158013558485977467868279092e-9","7.0102701982008788242532910429050e-6"
"BRIA.BRIA.v_extra_InferiorcerebellarpeduncleR","BRIA.BRIA.v_extra_InferiorcerebellarpeduncleR",0.0176743599033083,"0.00049260637728967520070169019661578676398494408946292874770378602","0.47142430306621916707151751816148"
"BRIA.BRIA.v_extra_SuperiorcerebellarpeduncleR","BRIA.BRIA.v_extra_SuperiorcerebellarpeduncleR",0.061180212041388,"9.0846678717194374567987099815132883228540115368667618151500772e-34","8.6940271532355016461563654523078e-31"
"BRIA.BRIA.v_extra_CerebralpeduncleR","BRIA.BRIA.v_extra_CerebralpeduncleR",-0.15703476052543,"1.7651828072913712468912918100531769946536157196242346860621386e-217","1.6892799465778422832749662622206e-214"
"BRIA.BRIA.v_extra_AnteriorlimbofinternalcapsuleR","BRIA.BRIA.v_extra_AnteriorlimbofinternalcapsuleR",-0.0162008958763178,"0.0014172698607068387985321177862229456653390831647476069585168060","1.3563272566964447301952367214152"
"BRIA.BRIA.v_extra_.PosteriorlimbofinternalcapsuleR","BRIA.BRIA.v_extra_.PosteriorlimbofinternalcapsuleR",-0.0383578485608007,"4.7509951934048510602267116551554459627048471686238051298082927e-14","4.5467024000884424646369630539838e-11"
